latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
16.47155,107.02948,339.59,0.5,0.49,2021-06-16,538,N,VIIRS,n,2,289.5,7.5,D,0
18.07481,106.20705,349.16,0.53,0.5,2021-06-16,539,N,VIIRS,n,2,292.67,11.1,D,0
19.02654,104.84131,337.47,0.62,0.54,2021-06-16,539,N,VIIRS,n,2,291.11,7.12,D,0
19.02716,104.83949,337.37,0.62,0.54,2021-06-16,539,N,VIIRS,n,2,290.62,8.1,D,0
19.15665,104.34172,356.15,0.33,0.55,2021-06-16,539,N,VIIRS,n,2,276.62,9.32,D,0
19.15725,104.34458,357.02,0.33,0.55,2021-06-16,539,N,VIIRS,l,2,279.19,13.3,D,0
19.3788,104.40906,328.54,0.33,0.55,2021-06-16,539,N,VIIRS,n,2,287.19,1.55,D,0
19.38309,104.40983,347.4,0.32,0.55,2021-06-16,539,N,VIIRS,n,2,287.48,4.78,D,0
19.43201,104.44369,338.92,0.32,0.55,2021-06-16,539,N,VIIRS,n,2,282.74,4.35,D,0
19.4692,104.4467,357.37,0.32,0.55,2021-06-16,539,N,VIIRS,l,2,282.68,10.87,D,0
19.46976,104.44945,335.94,0.32,0.55,2021-06-16,539,N,VIIRS,n,2,283.4,11.15,D,0
19.61637,104.33441,353.38,0.33,0.55,2021-06-16,539,N,VIIRS,n,2,283.39,4.71,D,0
20.04411,105.07193,330.4,0.57,0.52,2021-06-16,539,N,VIIRS,n,2,282.75,5.46,D,0
21.19035,105.7694,329.38,0.49,0.49,2021-06-16,540,N,VIIRS,n,2,294.71,6.24,D,0
21.2884,107.14893,357.56,0.41,0.45,2021-06-16,540,N,VIIRS,n,2,290.89,16.97,D,0
22.30056,107.43447,332.88,0.56,0.43,2021-06-16,540,N,VIIRS,n,2,289.03,5.24,D,0
19.35173,105.76778,307.14,0.44,0.46,2021-06-16,1809,N,VIIRS,n,2,292.18,4.44,N,0
20.34904,105.91238,310.31,0.44,0.46,2021-06-16,1809,N,VIIRS,n,2,292.02,3.25,N,2
20.40479,105.90055,318.9,0.44,0.46,2021-06-16,1809,N,VIIRS,n,2,293.09,6.32,N,2
20.4091,105.9011,308.65,0.44,0.46,2021-06-16,1809,N,VIIRS,n,2,292.24,4.88,N,2
20.45465,105.8858,309.35,0.45,0.47,2021-06-16,1809,N,VIIRS,n,2,292.08,5.2,N,2
20.94062,105.9698,308.24,0.45,0.47,2021-06-16,1809,N,VIIRS,n,2,291.46,3.41,N,0
20.97282,106.96354,342.61,0.39,0.44,2021-06-16,1809,N,VIIRS,n,2,291.56,5.1,N,0
20.97684,106.96436,334.91,0.39,0.44,2021-06-16,1809,N,VIIRS,n,2,291.63,5.1,N,0
21.01856,106.53045,321.85,0.41,0.45,2021-06-16,1809,N,VIIRS,n,2,292.97,2.01,N,2
22.07809,106.40691,311.94,0.43,0.46,2021-06-16,1809,N,VIIRS,n,2,288.07,0.83,N,0
16.31508,103.42617,297.93,0.57,0.52,2021-06-16,1810,N,VIIRS,n,2,268.68,0.92,N,0
16.53888,107.36831,307.9,0.49,0.4,2021-06-16,1810,N,VIIRS,n,2,293.61,1.5,N,2
