latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
14.40544,103.07327,334.83,0.39,0.59,2023-11-18,545,N,VIIRS,n,2,291.15,2.07,D,0
14.91346,103.25809,330.45,0.37,0.58,2023-11-18,545,N,VIIRS,n,2,293.37,1.79,D,0
15.19462,100.34327,325.11,0.56,0.69,2023-11-18,545,N,VIIRS,n,2,282.92,3.06,D,0
15.20243,100.38023,328.54,0.56,0.69,2023-11-18,545,N,VIIRS,n,2,285.16,3.67,D,0
16.17204,103.38314,328.33,0.34,0.56,2023-11-18,546,N,VIIRS,n,2,289.54,1.73,D,0
16.2623,100.20554,325.53,0.55,0.68,2023-11-18,546,N,VIIRS,n,2,289.51,2.54,D,0
16.62333,100.38786,325.2,0.52,0.67,2023-11-18,546,N,VIIRS,n,2,287.85,3.93,D,0
17.10378,100.19657,335.18,0.53,0.67,2023-11-18,546,N,VIIRS,n,2,288.83,3.49,D,0
17.14424,106.92188,329.4,0.39,0.44,2023-11-18,546,N,VIIRS,n,2,291.42,1.58,D,0
17.20661,104.84406,334.08,0.53,0.5,2023-11-18,546,N,VIIRS,n,2,288.28,3.28,D,0
17.20862,104.84687,329.89,0.53,0.5,2023-11-18,546,N,VIIRS,n,2,287.78,3.42,D,0
17.38988,103.89303,338.95,0.6,0.53,2023-11-18,546,N,VIIRS,n,2,290.32,5.14,D,0
17.59794,105.17873,328.85,0.49,0.49,2023-11-18,546,N,VIIRS,n,2,293.83,3.22,D,0
17.69523,102.61232,343.44,0.36,0.57,2023-11-18,546,N,VIIRS,n,2,293.77,4.02,D,0
17.70202,100.2019,337.93,0.51,0.66,2023-11-18,546,N,VIIRS,n,2,290.73,6.5,D,0
17.76825,100.21538,346.1,0.51,0.66,2023-11-18,546,N,VIIRS,n,2,289.88,6.4,D,0
17.76837,100.21404,333.89,0.51,0.66,2023-11-18,546,N,VIIRS,n,2,289.36,8.1,D,0
17.76967,100.22009,330.66,0.51,0.66,2023-11-18,546,N,VIIRS,n,2,288.91,10.05,D,0
17.77431,100.21397,335.09,0.51,0.66,2023-11-18,546,N,VIIRS,n,2,288.45,4.24,D,0
17.77981,104.47803,367,0.54,0.51,2023-11-18,546,N,VIIRS,h,2,299.51,36.49,D,0
17.78079,104.48316,341.91,0.54,0.51,2023-11-18,546,N,VIIRS,n,2,308.05,36.49,D,0
17.78095,104.47482,340.5,0.54,0.51,2023-11-18,546,N,VIIRS,n,2,294.19,12.04,D,0
17.78196,104.47993,341.44,0.54,0.51,2023-11-18,546,N,VIIRS,n,2,304.15,50.28,D,0
17.78297,104.48502,340.23,0.54,0.51,2023-11-18,546,N,VIIRS,n,2,295.65,50.28,D,0
17.78544,104.48219,336.12,0.54,0.51,2023-11-18,546,N,VIIRS,n,2,291.88,36.49,D,0
18.32489,100.1723,332,0.5,0.66,2023-11-18,546,N,VIIRS,n,2,290.77,3.48,D,0
19.17472,105.13452,339.79,0.47,0.47,2023-11-18,546,N,VIIRS,n,2,291.22,5.83,D,0
19.34355,105.52499,332.88,0.44,0.46,2023-11-18,546,N,VIIRS,n,2,291.56,2.81,D,0
19.41677,105.26501,341.22,0.45,0.47,2023-11-18,546,N,VIIRS,n,2,291.24,4.31,D,0
19.5637,105.08335,332.26,0.46,0.47,2023-11-18,546,N,VIIRS,n,2,291.22,3.53,D,0
19.56567,105.04675,326.43,0.46,0.47,2023-11-18,546,N,VIIRS,n,2,288.89,3.47,D,0
19.97556,106.06511,340.61,0.4,0.44,2023-11-18,546,N,VIIRS,n,2,297.86,5.35,D,0
19.97626,106.06888,331.96,0.4,0.44,2023-11-18,546,N,VIIRS,n,2,296.38,5.35,D,0
20.05045,105.37545,341.16,0.44,0.46,2023-11-18,547,N,VIIRS,n,2,297.2,9.84,D,0
20.23709,105.5362,325.57,0.42,0.45,2023-11-18,547,N,VIIRS,n,2,290.47,2.12,D,0
20.25228,106.22864,327.06,0.38,0.44,2023-11-18,547,N,VIIRS,n,2,297.46,1.53,D,0
20.40153,105.90271,325.16,0.4,0.44,2023-11-18,547,N,VIIRS,l,2,299.66,4.11,D,2
20.81996,104.42771,339.27,0.48,0.48,2023-11-18,547,N,VIIRS,n,2,285.79,10.3,D,0
20.82247,104.42513,344.08,0.48,0.48,2023-11-18,547,N,VIIRS,n,2,284.99,10.19,D,0
20.83643,104.42616,345.74,0.48,0.48,2023-11-18,547,N,VIIRS,n,2,284.78,9.75,D,0
20.85917,103.48648,347.01,0.55,0.51,2023-11-18,547,N,VIIRS,n,2,280.91,11.13,D,0
20.86089,103.48863,337.52,0.55,0.51,2023-11-18,547,N,VIIRS,n,2,279.08,7.1,D,0
20.90172,106.83754,326.21,0.52,0.42,2023-11-18,547,N,VIIRS,n,2,296.91,2.95,D,0
21.01962,106.52897,326.3,0.54,0.42,2023-11-18,547,N,VIIRS,l,2,300.8,3.88,D,2
21.10791,103.41711,338.16,0.55,0.51,2023-11-18,547,N,VIIRS,n,2,282.37,6.84,D,0
21.11211,106.64325,327.15,0.53,0.42,2023-11-18,547,N,VIIRS,n,2,296.98,3.57,D,0
21.22965,106.75811,337.26,0.52,0.42,2023-11-18,547,N,VIIRS,n,2,297.35,27.9,D,0
21.23773,104.8651,335.85,0.45,0.47,2023-11-18,547,N,VIIRS,n,2,290.77,3.98,D,0
21.24071,104.86543,328.75,0.45,0.47,2023-11-18,547,N,VIIRS,n,2,288.74,3.05,D,0
21.30679,104.07558,339.5,0.5,0.49,2023-11-18,547,N,VIIRS,n,2,293.23,9.51,D,0
21.30877,104.07321,349.77,0.5,0.49,2023-11-18,547,N,VIIRS,n,2,291.7,8.47,D,0
21.30976,106.68813,337.29,0.52,0.42,2023-11-18,547,N,VIIRS,n,2,295.16,10.23,D,0
21.41532,107.3904,329.44,0.48,0.4,2023-11-18,547,N,VIIRS,n,2,291.77,4.47,D,0
21.47804,106.59098,344.51,0.53,0.42,2023-11-18,547,N,VIIRS,n,2,294.57,6.68,D,0
21.54972,106.65991,332.32,0.52,0.42,2023-11-18,547,N,VIIRS,n,2,298.5,2.61,D,0
21.70797,105.3735,350.04,0.41,0.45,2023-11-18,547,N,VIIRS,n,2,292.8,5.88,D,0
21.71138,106.48141,326.04,0.53,0.42,2023-11-18,547,N,VIIRS,n,2,293.33,4.76,D,0
21.71732,103.1291,326.72,0.56,0.51,2023-11-18,547,N,VIIRS,n,2,290.53,8.86,D,0
21.71836,103.13425,340.46,0.56,0.51,2023-11-18,547,N,VIIRS,n,2,294.52,20.19,D,0
21.74506,103.12075,341.05,0.56,0.51,2023-11-18,547,N,VIIRS,n,2,290.72,12.1,D,0
21.88886,105.15679,339.08,0.42,0.45,2023-11-18,547,N,VIIRS,n,2,292.58,4.82,D,0
22.04786,105.82889,326.88,0.57,0.43,2023-11-18,547,N,VIIRS,n,2,291.8,6.14,D,0
22.10945,107.11829,326.59,0.49,0.4,2023-11-18,547,N,VIIRS,n,2,296.75,3.04,D,0
22.11037,107.27237,327.1,0.48,0.4,2023-11-18,547,N,VIIRS,n,2,295.84,2.99,D,0
22.11078,107.27068,328.39,0.48,0.4,2023-11-18,547,N,VIIRS,n,2,296.14,2.9,D,0
22.16328,103.69766,333.34,0.51,0.49,2023-11-18,547,N,VIIRS,n,2,292.44,10.76,D,0
22.16422,103.70242,340.14,0.5,0.49,2023-11-18,547,N,VIIRS,n,2,293.93,16.56,D,0
16.12247,100.24081,328.73,0.65,0.73,2023-11-18,726,N,VIIRS,n,2,286.46,3.44,D,0
16.24936,100.26357,326.08,0.65,0.73,2023-11-18,726,N,VIIRS,n,2,289.04,3.67,D,0
16.25107,100.26463,326.87,0.65,0.73,2023-11-18,726,N,VIIRS,n,2,288.78,3.33,D,0
16.39794,100.43497,329.94,0.67,0.74,2023-11-18,726,N,VIIRS,n,2,288.69,3.29,D,0
16.71308,100.30981,327.14,0.66,0.73,2023-11-18,726,N,VIIRS,n,2,287.59,7,D,0
16.71369,100.31622,351.28,0.66,0.73,2023-11-18,726,N,VIIRS,n,2,288.29,14.81,D,0
16.71407,100.31086,345.85,0.66,0.73,2023-11-18,726,N,VIIRS,n,2,287.98,8.1,D,0
16.71465,100.31729,333.23,0.66,0.73,2023-11-18,726,N,VIIRS,n,2,287.44,8.1,D,0
