latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
14.84973,104.75648,342.04,0.4,0.37,2024-05-26,622,N,VIIRS,n,2,300.23,7.8,D,0
14.85008,104.75603,342.29,0.4,0.37,2024-05-26,622,N,VIIRS,n,2,300.04,8.82,D,0
15.01969,102.33521,332.91,0.39,0.36,2024-05-26,623,N,VIIRS,l,2,281.8,2.93,D,0
15.48841,104.6653,342.28,0.4,0.37,2024-05-26,623,N,VIIRS,n,2,297.27,8.15,D,0
15.74601,104.73811,338.47,0.41,0.37,2024-05-26,623,N,VIIRS,n,2,296.72,1.95,D,0
15.79428,104.2979,335.61,0.4,0.37,2024-05-26,623,N,VIIRS,n,2,295.45,4.01,D,0
15.79669,105.02022,335.82,0.42,0.37,2024-05-26,623,N,VIIRS,n,2,293.74,2.21,D,0
15.82558,104.58678,335.3,0.4,0.37,2024-05-26,623,N,VIIRS,n,2,297.1,1.85,D,0
15.83517,104.20093,336.39,0.4,0.37,2024-05-26,623,N,VIIRS,n,2,296.73,2.06,D,0
16.10588,103.97771,335.17,0.39,0.36,2024-05-26,623,N,VIIRS,n,2,295.77,2.26,D,0
16.22324,100.107,332.68,0.44,0.38,2024-05-26,623,N,VIIRS,l,2,287.47,5.37,D,0
16.55538,104.09501,332.15,0.4,0.37,2024-05-26,623,N,VIIRS,n,2,294.7,1.93,D,0
16.69266,107.20892,337.91,0.53,0.42,2024-05-26,623,N,VIIRS,n,2,295.12,3.63,D,0
16.69369,107.21071,337.8,0.53,0.42,2024-05-26,623,N,VIIRS,n,2,295.31,4.39,D,0
16.69637,107.10892,336.74,0.53,0.42,2024-05-26,623,N,VIIRS,n,2,295.09,37.65,D,0
17.11717,105.54652,333.09,0.45,0.39,2024-05-26,623,N,VIIRS,n,2,296.48,3.41,D,0
17.11835,105.54517,330.68,0.45,0.39,2024-05-26,623,N,VIIRS,n,2,295.98,2.48,D,0
17.90437,106.33048,332.59,0.49,0.41,2024-05-26,623,N,VIIRS,n,2,295.57,4.5,D,0
17.90812,106.33007,332.46,0.49,0.41,2024-05-26,623,N,VIIRS,n,2,295.82,4.5,D,0
18.02582,106.43541,333.51,0.5,0.41,2024-05-26,623,N,VIIRS,n,2,299.06,4.28,D,2
18.10666,105.10721,331.24,0.44,0.38,2024-05-26,623,N,VIIRS,n,2,289.89,7.37,D,0
18.10722,105.11127,333.61,0.44,0.38,2024-05-26,623,N,VIIRS,n,2,292.78,7.37,D,0
