province_key,province_name_th,province_name_en,analysis_date,data_split,observed_pm25_median_ugm3,persistence_baseline_prediction,observed_pm25_median_lag1,observed_pm25_median_lag2,observed_pm25_median_lag3,temperature_mean_c_lag1,relative_humidity_mean_pct_lag1,precipitation_mm_lag1,wind_speed_mean_kmh_lag1,wind_direction_sin_lag1,wind_direction_cos_lag1,surface_pressure_mean_hpa_lag1,hotspot_count_thailand_000_050km_lag1,hotspot_count_thailand_000_050km_lag2,hotspot_count_thailand_000_050km_lag3,hotspot_count_thailand_050_100km_lag1,hotspot_count_thailand_050_100km_lag2,hotspot_count_thailand_050_100km_lag3,hotspot_count_thailand_100_300km_lag1,hotspot_count_thailand_100_300km_lag2,hotspot_count_thailand_100_300km_lag3,hotspot_count_thailand_300_500km_lag1,hotspot_count_thailand_300_500km_lag2,hotspot_count_thailand_300_500km_lag3,target_day_of_year_sin,target_day_of_year_cos,modeled_pm25_mean_lag1,at1_source_complete,at1_one_day_ahead_eligible,at1_one_day_ahead_qc_status
50,เชียงใหม่,Chiang Mai,2021-08-17,TRAIN,10.855,9.125,9.125,8.79,10.64,27.1,87.0,9.5,6.0,0.4226182617406995,-0.90630778703665,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.7157953492826642,-0.6983101158835584,,True,True,PASS
51,ลำพูน,Lamphun,2021-08-17,TRAIN,7.67,4.46,4.46,6.63,5.83,27.3,86.0,14.0,6.1,0.3090169943749475,-0.9510565162951536,977.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,-0.7157953492826642,-0.6983101158835584,,True,True,PASS
52,ลำปาง,Lampang,2021-08-17,TRAIN,7.27,6.105,6.105,5.875,6.605,26.9,90.0,37.0,6.2,0.2923717047227366,-0.9563047559630355,984.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,-0.7157953492826642,-0.6983101158835584,,True,True,PASS
54,แพร่,Phrae,2021-08-17,TRAIN,8.545000000000002,8.005,8.005,8.94,9.54,27.0,94.0,29.0,7.8,0.0174524064372834,-0.9998476951563912,993.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,-0.7157953492826642,-0.6983101158835584,,True,True,PASS
55,น่าน,Nan,2021-08-17,TRAIN,15.3,13.6,13.6,15.2,16.6,27.2,89.0,13.9,5.5,0.0348994967025011,-0.9993908270190958,988.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,-0.7157953492826642,-0.6983101158835584,,True,True,PASS
56,พะเยา,Phayao,2021-08-17,TRAIN,7.0,6.79,6.79,5.88,7.5,26.5,87.0,32.3,9.2,0.0174524064372834,-0.9998476951563912,966.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.7157953492826642,-0.6983101158835584,,True,True,PASS
57,เชียงราย,Chiang Rai,2021-08-17,TRAIN,6.895,6.875,6.875,6.625,9.09,26.5,92.0,17.6,5.8,1.2246467991473532e-16,-1.0,966.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.7157953492826642,-0.6983101158835584,,True,True,PASS
58,แม่ฮ่องสอน,Mae Hong Son,2021-08-17,TRAIN,4.42,4.0,4.0,3.78,4.21,27.5,87.0,8.1,5.9,-0.1391731009600655,-0.9902680687415704,982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.7157953492826642,-0.6983101158835584,,True,True,PASS
50,เชียงใหม่,Chiang Mai,2021-08-18,TRAIN,10.595,10.855,10.855,9.125,8.79,27.5,86.0,4.6,3.9,0.3746065934159122,-0.9271838545667872,977.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,-0.7277014757264236,-0.6858939875998223,,True,True,PASS
51,ลำพูน,Lamphun,2021-08-18,TRAIN,6.83,7.67,7.67,4.46,6.63,27.8,85.0,3.5,4.0,0.258819045102521,-0.9659258262890682,978.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,-0.7277014757264236,-0.6858939875998223,,True,True,PASS
52,ลำปาง,Lampang,2021-08-18,TRAIN,8.29,7.27,7.27,6.105,5.875,27.8,86.0,1.4,3.9,0.1045284632676537,-0.9945218953682732,985.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,-0.7277014757264236,-0.6858939875998223,,True,True,PASS
54,แพร่,Phrae,2021-08-18,TRAIN,10.745,8.545000000000002,8.545000000000002,8.005,8.94,28.5,84.0,0.6,5.6,-0.3583679495453004,-0.9335804264972016,994.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,3.0,0.0,-0.7277014757264236,-0.6858939875998223,,True,True,PASS
55,น่าน,Nan,2021-08-18,TRAIN,18.3,15.3,15.3,13.6,15.2,28.7,82.0,0.5,4.7,-0.4226182617406993,-0.90630778703665,989.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,-0.7277014757264236,-0.6858939875998223,,True,True,PASS
56,พะเยา,Phayao,2021-08-18,TRAIN,6.5,7.0,7.0,6.79,5.88,27.4,84.0,6.2,6.8,-0.1564344650402307,-0.9876883405951378,967.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.7277014757264236,-0.6858939875998223,,True,True,PASS
57,เชียงราย,Chiang Rai,2021-08-18,TRAIN,6.98,6.895,6.895,6.875,6.625,26.6,92.0,15.1,4.4,-0.2923717047227367,-0.9563047559630354,967.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.7277014757264236,-0.6858939875998223,,True,True,PASS
58,แม่ฮ่องสอน,Mae Hong Son,2021-08-18,TRAIN,3.92,4.42,4.42,4.0,3.78,27.5,87.0,3.6,4.2,-0.2588190451025208,-0.9659258262890684,983.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7277014757264236,-0.6858939875998223,,True,True,PASS
50,เชียงใหม่,Chiang Mai,2021-08-24,TRAIN,11.05,11.04,11.04,11.735,11.19,30.2,76.0,0.8,4.7,-0.6427876096865393,-0.766044443118978,971.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,73.0,22.0,25.0,79.0,-0.7944973291665992,-0.6072676460566135,,True,True,PASS
51,ลำพูน,Lamphun,2021-08-24,TRAIN,7.65,8.18,8.18,10.2,12.7,30.5,70.0,0.3,5.7,-0.8191520442889916,-0.5735764363510464,973.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,89.0,29.0,28.0,68.0,-0.7944973291665992,-0.6072676460566135,,True,True,PASS
52,ลำปาง,Lampang,2021-08-24,TRAIN,8.95,10.125,10.125,10.945,9.12,30.4,75.0,0.7,5.6,-0.5000000000000001,-0.8660254037844386,979.7,1.0,0.0,0.0,3.0,0.0,5.0,10.0,7.0,91.0,30.0,27.0,61.0,-0.7944973291665992,-0.6072676460566135,,True,True,PASS
54,แพร่,Phrae,2021-08-24,TRAIN,13.0,16.55,16.55,19.7,11.35,30.6,80.0,1.9,7.0,-0.374606593415912,-0.9271838545667874,988.7,3.0,0.0,8.0,3.0,0.0,9.0,15.0,15.0,118.0,26.0,20.0,22.0,-0.7944973291665992,-0.6072676460566135,,True,True,PASS
55,น่าน,Nan,2021-08-24,TRAIN,17.2,22.4,22.4,19.8,17.9,30.7,77.0,6.1,5.3,-0.2079116908177595,-0.9781476007338056,983.6,0.0,0.0,0.0,4.0,0.0,0.0,6.0,3.0,82.0,31.0,28.0,75.0,-0.7944973291665992,-0.6072676460566135,,True,True,PASS
56,พะเยา,Phayao,2021-08-24,TRAIN,8.15,9.82,9.82,10.5,7.7,30.4,74.0,2.9,6.9,-0.2588190451025208,-0.9659258262890684,962.1,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,40.0,20.0,16.0,104.0,-0.7944973291665992,-0.6072676460566135,,True,True,PASS
57,เชียงราย,Chiang Rai,2021-08-24,TRAIN,11.6,10.635,10.635,9.22,8.885,29.8,82.0,2.5,4.7,-0.6427876096865393,-0.766044443118978,962.2,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,17.0,15.0,12.0,113.0,-0.7944973291665992,-0.6072676460566135,,True,True,PASS
58,แม่ฮ่องสอน,Mae Hong Son,2021-08-24,TRAIN,4.0,3.59,3.59,4.0,4.04,29.6,80.0,0.5,5.8,-0.5000000000000001,-0.8660254037844386,978.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,12.0,18.0,11.0,123.0,-0.7944973291665992,-0.6072676460566135,,True,True,PASS
50,เชียงใหม่,Chiang Mai,2021-08-25,TRAIN,9.29,11.05,11.05,11.04,11.735,28.9,79.0,2.3,3.4,-0.0523359562429435,-0.9986295347545738,970.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,2.0,22.0,25.0,-0.8048257371083452,-0.593511190196115,,True,True,PASS
51,ลำพูน,Lamphun,2021-08-25,TRAIN,5.63,7.65,7.65,8.18,10.2,29.5,74.0,0.9,3.6,-0.4539904997395467,-0.8910065241883679,972.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,5.0,10.0,29.0,28.0,-0.8048257371083452,-0.593511190196115,,True,True,PASS
52,ลำปาง,Lampang,2021-08-25,TRAIN,6.98,8.95,8.95,10.125,10.945,29.2,81.0,5.0,3.3,0.2249510543438652,-0.9743700647852352,979.1,0.0,1.0,0.0,0.0,3.0,0.0,4.0,10.0,7.0,13.0,30.0,27.0,-0.8048257371083452,-0.593511190196115,,True,True,PASS
54,แพร่,Phrae,2021-08-25,TRAIN,9.555,13.0,13.0,16.55,19.7,29.1,84.0,0.8,4.8,-0.2419218955996675,-0.9702957262759964,988.1,0.0,3.0,0.0,0.0,3.0,0.0,4.0,15.0,15.0,14.0,26.0,20.0,-0.8048257371083452,-0.593511190196115,,True,True,PASS
55,น่าน,Nan,2021-08-25,TRAIN,16.3,17.2,17.2,22.4,19.8,29.0,84.0,2.9,3.6,-0.2419218955996675,-0.9702957262759964,983.1,0.0,0.0,0.0,0.0,4.0,0.0,4.0,6.0,3.0,10.0,31.0,28.0,-0.8048257371083452,-0.593511190196115,,True,True,PASS
56,พะเยา,Phayao,2021-08-25,TRAIN,7.54,8.15,8.15,9.82,10.5,28.3,81.0,8.5,5.4,1.2246467991473532e-16,-1.0,961.6,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,1.0,2.0,20.0,16.0,-0.8048257371083452,-0.593511190196115,,True,True,PASS
57,เชียงราย,Chiang Rai,2021-08-25,TRAIN,8.09,11.6,11.6,10.635,9.22,27.8,90.0,8.9,3.7,-0.3090169943749473,-0.9510565162951536,961.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,15.0,12.0,-0.8048257371083452,-0.593511190196115,,True,True,PASS
58,แม่ฮ่องสอน,Mae Hong Son,2021-08-25,TRAIN,4.08,4.0,4.0,3.59,4.0,28.6,82.0,1.2,4.3,-0.3420201433256686,-0.9396926207859084,977.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,18.0,11.0,-0.8048257371083452,-0.593511190196115,,True,True,PASS
50,เชียงใหม่,Chiang Mai,2021-08-26,TRAIN,10.095,9.29,9.29,11.05,11.04,28.3,86.0,19.4,4.0,0.4067366430758004,-0.9135454576426008,970.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,8.0,21.0,2.0,22.0,-0.8149159841660791,-0.5795791048257612,,True,True,PASS
51,ลำพูน,Lamphun,2021-08-26,TRAIN,6.79,5.63,5.63,7.65,8.18,28.5,84.0,27.6,4.5,0.4226182617406995,-0.90630778703665,972.3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,11.0,17.0,10.0,29.0,-0.8149159841660791,-0.5795791048257612,,True,True,PASS
52,ลำปาง,Lampang,2021-08-26,TRAIN,8.36,6.98,6.98,8.95,10.125,28.4,84.0,8.5,4.7,0.5591929034707469,-0.8290375725550416,978.7,0.0,0.0,1.0,2.0,0.0,3.0,11.0,4.0,10.0,16.0,13.0,30.0,-0.8149159841660791,-0.5795791048257612,,True,True,PASS
54,แพร่,Phrae,2021-08-26,TRAIN,9.135,9.555,9.555,13.0,16.55,28.9,86.0,12.6,4.1,0.3583679495453002,-0.9335804264972016,987.8,2.0,0.0,3.0,2.0,0.0,3.0,20.0,4.0,15.0,5.0,14.0,26.0,-0.8149159841660791,-0.5795791048257612,,True,True,PASS
55,น่าน,Nan,2021-08-26,TRAIN,16.6,16.3,16.3,17.2,22.4,29.2,82.0,2.2,4.2,0.6156614753256584,-0.7880107536067219,983.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,4.0,6.0,18.0,10.0,31.0,-0.8149159841660791,-0.5795791048257612,,True,True,PASS
56,พะเยา,Phayao,2021-08-26,TRAIN,8.47,7.54,7.54,8.15,9.82,28.5,79.0,3.1,6.4,0.3420201433256689,-0.9396926207859084,961.3,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,4.0,23.0,2.0,20.0,-0.8149159841660791,-0.5795791048257612,,True,True,PASS
57,เชียงราย,Chiang Rai,2021-08-26,TRAIN,11.81,8.09,8.09,11.6,10.635,28.3,85.0,7.8,4.3,0.4383711467890773,-0.898794046299167,961.7,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,16.0,4.0,15.0,-0.8149159841660791,-0.5795791048257612,,True,True,PASS
58,แม่ฮ่องสอน,Mae Hong Son,2021-08-26,TRAIN,4.0,4.08,4.08,4.0,3.59,28.4,88.0,10.5,4.5,-0.1908089953765447,-0.981627183447664,976.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,20.0,4.0,18.0,-0.8149159841660791,-0.5795791048257612,,True,True,PASS
50,เชียงใหม่,Chiang Mai,2021-08-27,TRAIN,10.295,10.095,10.095,9.29,11.05,28.3,85.0,11.1,4.2,0.9135454576426008,-0.4067366430758002,971.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,3.0,21.0,2.0,-0.8247650844733614,-0.5654755126737576,,True,True,PASS
51,ลำพูน,Lamphun,2021-08-27,TRAIN,6.17,6.79,6.79,5.63,7.65,28.6,84.0,8.6,4.7,0.8829475928589269,-0.4694715627858909,973.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,4.0,5.0,17.0,10.0,-0.8247650844733614,-0.5654755126737576,,True,True,PASS
52,ลำปาง,Lampang,2021-08-27,TRAIN,7.6,8.36,8.36,6.98,8.95,28.7,83.0,8.8,5.1,0.788010753606722,-0.6156614753256583,979.8,0.0,0.0,0.0,0.0,2.0,0.0,3.0,11.0,4.0,5.0,16.0,13.0,-0.8247650844733614,-0.5654755126737576,,True,True,PASS
54,แพร่,Phrae,2021-08-27,TRAIN,9.685,9.135,9.135,9.555,13.0,29.0,86.0,13.5,4.1,0.4226182617406995,-0.90630778703665,988.9,0.0,2.0,0.0,1.0,2.0,0.0,2.0,20.0,4.0,5.0,5.0,14.0,-0.8247650844733614,-0.5654755126737576,,True,True,PASS
55,น่าน,Nan,2021-08-27,TRAIN,17.4,16.6,16.6,16.3,17.2,29.0,83.0,6.7,4.8,0.7547095802227721,-0.6560590289905072,984.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,4.0,5.0,18.0,10.0,-0.8247650844733614,-0.5654755126737576,,True,True,PASS
56,พะเยา,Phayao,2021-08-27,TRAIN,9.17,8.47,8.47,7.54,8.15,29.0,78.0,3.4,6.3,0.3907311284892737,-0.9205048534524404,962.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,23.0,2.0,-0.8247650844733614,-0.5654755126737576,,True,True,PASS
57,เชียงราย,Chiang Rai,2021-08-27,TRAIN,10.905,11.81,11.81,8.09,11.6,28.9,84.0,3.5,4.6,0.4694715627858907,-0.882947592858927,963.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,16.0,4.0,-0.8247650844733614,-0.5654755126737576,,True,True,PASS
58,แม่ฮ่องสอน,Mae Hong Son,2021-08-27,TRAIN,4.04,4.0,4.0,4.08,4.0,28.7,88.0,37.4,2.7,0.4999999999999999,-0.8660254037844387,977.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,20.0,4.0,-0.8247650844733614,-0.5654755126737576,,True,True,PASS
50,เชียงใหม่,Chiang Mai,2021-08-28,TRAIN,10.15,10.295,10.295,10.095,9.29,28.1,85.0,6.2,3.5,0.992546151641322,-0.1218693434051473,972.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,3.0,21.0,-0.8343701235229537,-0.5512045872199277,,True,True,PASS
51,ลำพูน,Lamphun,2021-08-28,TRAIN,5.38,6.17,6.17,6.79,5.63,28.3,83.0,10.3,4.0,0.9659258262890684,-0.2588190451025208,974.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,5.0,17.0,-0.8343701235229537,-0.5512045872199277,,True,True,PASS
52,ลำปาง,Lampang,2021-08-28,TRAIN,7.6,7.6,7.6,8.36,6.98,28.1,85.0,11.0,3.2,0.90630778703665,-0.4226182617406993,980.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,11.0,1.0,5.0,16.0,-0.8343701235229537,-0.5512045872199277,,True,True,PASS
54,แพร่,Phrae,2021-08-28,TRAIN,8.335,9.685,9.685,9.135,9.555,28.4,89.0,22.4,3.3,0.8746197071393959,-0.484809620246337,989.7,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,20.0,1.0,5.0,5.0,-0.8343701235229537,-0.5512045872199277,,True,True,PASS
55,น่าน,Nan,2021-08-28,TRAIN,17.3,17.4,17.4,16.6,16.3,28.9,84.0,2.8,4.7,0.8480480961564261,-0.5299192642332048,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,5.0,18.0,-0.8343701235229537,-0.5512045872199277,,True,True,PASS
56,พะเยา,Phayao,2021-08-28,TRAIN,8.17,9.17,9.17,8.47,7.54,28.4,81.0,4.3,5.0,0.6560590289905073,-0.754709580222772,963.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,23.0,-0.8343701235229537,-0.5512045872199277,,True,True,PASS
57,เชียงราย,Chiang Rai,2021-08-28,TRAIN,7.709999999999999,10.905,10.905,11.81,8.09,28.5,84.0,2.7,3.8,0.8480480961564261,-0.5299192642332048,964.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,16.0,-0.8343701235229537,-0.5512045872199277,,True,True,PASS
58,แม่ฮ่องสอน,Mae Hong Son,2021-08-28,TRAIN,5.0,4.04,4.04,4.0,4.08,29.2,85.0,11.7,3.1,0.9455185755993168,-0.3255681544571566,978.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,20.0,-0.8343701235229537,-0.5512045872199277,,True,True,PASS
50,เชียงใหม่,Chiang Mai,2021-08-29,TRAIN,8.65,10.15,10.15,10.295,10.095,27.4,86.0,10.3,3.4,0.90630778703665,-0.4226182617406993,972.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,-0.8437282590292712,-0.5367705514607103,,True,True,PASS
51,ลำพูน,Lamphun,2021-08-29,TRAIN,5.5,5.38,5.38,6.17,6.79,27.4,86.0,11.7,4.0,0.9271838545667874,-0.374606593415912,974.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,-0.8437282590292712,-0.5367705514607103,,True,True,PASS
52,ลำปาง,Lampang,2021-08-29,TRAIN,6.654999999999999,7.6,7.6,7.6,8.36,27.3,89.0,20.5,3.6,0.8571673007021123,-0.5150380749100543,980.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,-0.8437282590292712,-0.5367705514607103,,True,True,PASS
54,แพร่,Phrae,2021-08-29,TRAIN,7.25,8.335,8.335,9.685,9.135,28.1,90.0,14.1,3.4,0.7193398003386511,-0.6946583704589974,989.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,-0.8437282590292712,-0.5367705514607103,,True,True,PASS
55,น่าน,Nan,2021-08-29,TRAIN,16.5,17.3,17.3,17.4,16.6,28.9,82.0,2.2,5.5,0.8829475928589269,-0.4694715627858909,985.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,-0.8437282590292712,-0.5367705514607103,,True,True,PASS
56,พะเยา,Phayao,2021-08-29,TRAIN,7.46,8.17,8.17,9.17,8.47,28.0,81.0,5.0,4.0,0.6156614753256584,-0.7880107536067219,963.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,-0.8437282590292712,-0.5367705514607103,,True,True,PASS
57,เชียงราย,Chiang Rai,2021-08-29,TRAIN,7.42,7.709999999999999,7.709999999999999,10.905,11.81,27.7,86.0,4.0,3.7,0.9396926207859084,-0.3420201433256687,964.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-0.8437282590292712,-0.5367705514607103,,True,True,PASS
58,แม่ฮ่องสอน,Mae Hong Son,2021-08-29,TRAIN,4.71,5.0,5.0,4.04,4.0,28.5,85.0,5.0,2.7,0.9659258262890684,-0.2588190451025208,978.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.8437282590292712,-0.5367705514607103,,True,True,PASS
50,เชียงใหม่,Chiang Mai,2021-09-04,TRAIN,10.305,15.9,15.9,16.1,13.25,28.0,84.0,6.5,4.8,0.4226182617406995,-0.90630778703665,971.9,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,-0.8945422369764496,-0.4469834295196742,,True,True,PASS
51,ลำพูน,Lamphun,2021-09-04,TRAIN,6.75,9.83,9.83,12.8,8.88,28.2,84.0,5.3,4.7,0.2756373558169992,-0.9612616959383188,973.8,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,-0.8945422369764496,-0.4469834295196742,,True,True,PASS
52,ลำปาง,Lampang,2021-09-04,TRAIN,6.67,8.01,8.01,7.51,7.4,27.8,87.0,3.0,4.9,0.4067366430758004,-0.9135454576426008,980.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,-0.8945422369764496,-0.4469834295196742,,True,True,PASS
54,แพร่,Phrae,2021-09-04,TRAIN,7.605,10.4,10.4,8.63,8.23,27.9,88.0,7.1,5.8,-0.0871557427476579,-0.9961946980917455,989.3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,-0.8945422369764496,-0.4469834295196742,,True,True,PASS
55,น่าน,Nan,2021-09-04,TRAIN,16.4,16.2,16.2,16.6,17.0,28.2,86.0,13.1,3.6,0.1218693434051475,-0.992546151641322,984.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,2.0,0.0,-0.8945422369764496,-0.4469834295196742,,True,True,PASS
56,พะเยา,Phayao,2021-09-04,TRAIN,8.25,8.96,8.96,7.13,8.5,28.7,78.0,4.1,6.6,0.0348994967025011,-0.9993908270190958,962.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,-0.8945422369764496,-0.4469834295196742,,True,True,PASS
57,เชียงราย,Chiang Rai,2021-09-04,TRAIN,11.195,10.025,10.025,10.895,11.5,28.5,83.0,7.8,4.7,0.0697564737441255,-0.9975640502598242,962.8,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,-0.8945422369764496,-0.4469834295196742,,True,True,PASS
58,แม่ฮ่องสอน,Mae Hong Son,2021-09-04,TRAIN,3.96,4.42,4.42,5.25,4.46,28.6,84.0,1.6,4.9,-0.3907311284892735,-0.9205048534524404,978.2,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,-0.8945422369764496,-0.4469834295196742,,True,True,PASS
50,เชียงใหม่,Chiang Mai,2021-09-09,TRAIN,12.51,10.21,10.21,9.265,10.19,28.6,82.0,7.9,3.3,-0.9063077870366498,0.4226182617406996,972.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,2.0,6.0,-0.9296339319682696,-0.3684843993077793,,True,True,PASS
52,ลำปาง,Lampang,2021-09-09,TRAIN,7.895,7.994999999999999,7.994999999999999,7.55,6.735,28.7,83.0,15.8,3.0,-0.6946583704589976,0.7193398003386509,980.4,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,0.0,1.0,9.0,-0.9296339319682696,-0.3684843993077793,,True,True,PASS
54,แพร่,Phrae,2021-09-09,TRAIN,7.125,8.04,8.04,9.69,9.605,28.9,87.0,13.6,3.2,0.1736481776669303,0.984807753012208,989.3,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,9.0,-0.9296339319682696,-0.3684843993077793,,True,True,PASS
55,น่าน,Nan,2021-09-09,TRAIN,16.6,15.9,15.9,17.0,19.0,28.6,85.0,3.9,2.8,-0.0174524064372835,0.9998476951563912,984.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,8.0,-0.9296339319682696,-0.3684843993077793,,True,True,PASS
56,พะเยา,Phayao,2021-09-09,TRAIN,10.6,10.7,10.7,7.96,8.0,28.7,79.0,0.9,3.9,-0.1908089953765446,0.981627183447664,963.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,3.0,-0.9296339319682696,-0.3684843993077793,,True,True,PASS
57,เชียงราย,Chiang Rai,2021-09-09,TRAIN,10.95,9.49,9.49,7.895,9.155,28.8,82.0,1.9,4.2,0.1391731009600654,0.9902680687415704,963.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,1.0,-0.9296339319682696,-0.3684843993077793,,True,True,PASS
58,แม่ฮ่องสอน,Mae Hong Son,2021-09-09,TRAIN,6.63,4.63,4.63,4.92,4.21,28.8,85.0,0.4,2.2,0.9876883405951378,0.1564344650402309,979.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,3.0,-0.9296339319682696,-0.3684843993077793,,True,True,PASS
50,เชียงใหม่,Chiang Mai,2021-09-10,TRAIN,8.505,12.51,12.51,10.21,9.265,26.7,88.0,22.2,5.2,0.9998476951563912,0.0174524064372836,971.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-0.935834897334994,-0.3524387108846032,,True,True,PASS
52,ลำปาง,Lampang,2021-09-10,TRAIN,5.92,7.895,7.895,7.994999999999999,7.55,26.5,91.0,49.3,4.7,0.8746197071393959,-0.484809620246337,979.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,-0.935834897334994,-0.3524387108846032,,True,True,PASS
