latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
5.7915,101.98882,328.17,0.32,0.54,2022-05-22,601,N,VIIRS,n,2,285.25,1.53,D,0
12.55881,105.36446,329.35,0.47,0.4,2022-05-22,602,N,VIIRS,n,2,287.93,3.31,D,0
12.56021,105.37307,333.73,0.47,0.4,2022-05-22,602,N,VIIRS,n,2,289.56,5.6,D,0
12.56028,105.3739,336.17,0.47,0.4,2022-05-22,602,N,VIIRS,n,2,289.74,5.66,D,0
12.56244,105.36386,336.21,0.47,0.4,2022-05-22,602,N,VIIRS,n,2,288.91,5.01,D,0
12.56247,105.36471,336.97,0.47,0.4,2022-05-22,602,N,VIIRS,n,2,289.07,7.63,D,0
13.07447,105.14066,337.37,0.47,0.4,2022-05-22,602,N,VIIRS,n,2,289.13,8.69,D,0
14.67355,100.80099,300.41,0.49,0.4,2022-05-22,1836,N,VIIRS,n,2,274.39,0.58,N,2
7.16522,103.09768,305.87,0.38,0.36,2022-05-22,1838,N,VIIRS,n,2,277.85,0.87,N,3
14.28684,100.10998,331.07,0.59,0.7,2022-05-23,725,N,VIIRS,n,2,289.25,5.18,D,0
19.97455,99.66278,345.22,0.64,0.72,2022-05-23,726,N,VIIRS,n,2,291.35,8.87,D,0
19.97695,99.6604,341.09,0.64,0.72,2022-05-23,726,N,VIIRS,n,2,290.9,11.13,D,0
6.97554,104.17873,303.42,0.47,0.4,2022-05-23,1819,N,VIIRS,n,2,277.59,2.17,N,3
7.16536,103.0976,321.58,0.55,0.42,2022-05-23,1819,N,VIIRS,n,2,290.2,4.67,N,3
7.16567,103.0946,321.99,0.55,0.42,2022-05-23,1819,N,VIIRS,n,2,290.8,3.72,N,3
12.32174,105.1747,327.37,0.65,0.73,2022-05-24,525,N,VIIRS,n,2,286.22,3.91,D,0
7.78215,99.27055,333.22,0.41,0.45,2022-05-24,704,N,VIIRS,n,2,294.98,3.55,D,0
8.81971,98.82394,331.18,0.4,0.44,2022-05-24,704,N,VIIRS,n,2,291.56,2.39,D,0
11.49769,104.76328,331.71,0.53,0.67,2022-05-24,705,N,VIIRS,n,2,287.76,5.76,D,0
11.5017,104.76475,337.86,0.54,0.68,2022-05-24,705,N,VIIRS,n,2,287.49,5.19,D,0
11.50226,104.7698,328.18,0.54,0.68,2022-05-24,705,N,VIIRS,n,2,288.02,5.94,D,0
11.50459,104.76761,337.04,0.54,0.67,2022-05-24,705,N,VIIRS,n,2,287.99,10.07,D,0
11.88985,105.52778,329.2,0.61,0.71,2022-05-24,705,N,VIIRS,n,2,287.78,5.35,D,0
