latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
9.14944,105.01235,331.19,0.56,0.52,2025-03-17,550,N,VIIRS,n,2,295.97,5.34,D,0
9.16485,104.82543,335.76,0.58,0.52,2025-03-17,550,N,VIIRS,n,2,295.91,5.03,D,0
9.48361,105.56252,345.68,0.51,0.49,2025-03-17,550,N,VIIRS,n,2,294.31,6.64,D,0
9.48365,105.56097,342.67,0.51,0.5,2025-03-17,550,N,VIIRS,n,2,294.02,5.51,D,0
9.57192,105.47635,332.74,0.52,0.5,2025-03-17,550,N,VIIRS,n,2,290.91,5.58,D,0
9.57252,105.47925,340.96,0.52,0.5,2025-03-17,550,N,VIIRS,n,2,293.99,4.38,D,0
9.5765,105.47555,333.12,0.52,0.5,2025-03-17,550,N,VIIRS,n,2,292.36,5.58,D,0
9.5771,105.47844,335.32,0.52,0.5,2025-03-17,550,N,VIIRS,n,2,293.88,6.01,D,0
9.58434,105.52079,337.58,0.51,0.5,2025-03-17,550,N,VIIRS,n,2,294.83,3.82,D,0
9.5849,105.52251,333.78,0.51,0.5,2025-03-17,550,N,VIIRS,n,2,294.52,3.85,D,0
9.62286,105.63059,330.69,0.5,0.49,2025-03-17,550,N,VIIRS,n,2,278.88,3.14,D,0
9.66026,105.52377,335.28,0.51,0.49,2025-03-17,550,N,VIIRS,n,2,296.18,3.73,D,0
9.7946,105.21971,338.32,0.53,0.5,2025-03-17,550,N,VIIRS,n,2,291.83,6.48,D,0
9.79924,105.21889,342.17,0.53,0.5,2025-03-17,550,N,VIIRS,n,2,293.23,10.15,D,0
9.96843,105.16045,331.29,0.54,0.5,2025-03-17,550,N,VIIRS,n,2,292,4.42,D,0
9.98275,105.16993,334.99,0.53,0.5,2025-03-17,550,N,VIIRS,n,2,293.65,6.55,D,0
9.98362,105.17479,330.17,0.53,0.5,2025-03-17,550,N,VIIRS,n,2,292.56,6.25,D,0
9.98377,105.27755,337.69,0.53,0.5,2025-03-17,550,N,VIIRS,n,2,293.73,5.22,D,0
10.063,105.09664,337.09,0.54,0.51,2025-03-17,550,N,VIIRS,n,2,294.1,5.36,D,0
10.06589,105.08601,340.25,0.54,0.51,2025-03-17,550,N,VIIRS,n,2,293.88,3.87,D,0
10.0662,105.09956,343.18,0.54,0.51,2025-03-17,550,N,VIIRS,n,2,294,6.67,D,0
10.08478,105.05723,330.18,0.54,0.51,2025-03-17,550,N,VIIRS,n,2,293.91,6.61,D,0
10.09032,105.06134,343.81,0.54,0.51,2025-03-17,550,N,VIIRS,n,2,294.15,6.61,D,0
10.11287,105.18834,338.85,0.53,0.5,2025-03-17,550,N,VIIRS,n,2,293.96,6.56,D,0
10.11749,105.18753,337.25,0.53,0.5,2025-03-17,550,N,VIIRS,n,2,294.86,5.19,D,0
10.16864,104.86529,338.45,0.55,0.51,2025-03-17,550,N,VIIRS,n,2,293.64,9.48,D,0
10.25679,105.30894,343.65,0.52,0.5,2025-03-17,550,N,VIIRS,n,2,291.58,5.53,D,0
10.25762,105.31367,332.44,0.52,0.5,2025-03-17,550,N,VIIRS,n,2,291.68,5.53,D,0
