latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
14.05612,100.67725,332.56,0.43,0.46,2021-12-18,611,N,VIIRS,n,2,297.79,1.53,D,0
14.10746,100.84482,330.14,0.42,0.45,2021-12-18,611,N,VIIRS,n,2,297.85,1.89,D,0
14.14253,99.72907,335.05,0.49,0.49,2021-12-18,611,N,VIIRS,n,2,299.89,4.43,D,0
14.14889,100.31772,340.38,0.45,0.47,2021-12-18,611,N,VIIRS,n,2,297.85,6.14,D,0
14.33089,100.73563,334.2,0.42,0.45,2021-12-18,611,N,VIIRS,n,2,298.41,2.58,D,0
14.40407,98.07543,325.93,0.62,0.54,2021-12-18,611,N,VIIRS,n,2,297.65,4.15,D,0
14.51702,100.24746,331.52,0.45,0.47,2021-12-18,611,N,VIIRS,n,2,297.99,2.06,D,0
14.52494,101.05948,335.16,0.4,0.44,2021-12-18,611,N,VIIRS,n,2,299.65,4.52,D,0
14.56002,101.06844,346.42,0.4,0.44,2021-12-18,611,N,VIIRS,n,2,301.67,4.27,D,0
14.57975,101.03801,332.17,0.4,0.44,2021-12-18,611,N,VIIRS,n,2,300.95,2.4,D,0
14.57978,100.12794,330.42,0.45,0.47,2021-12-18,611,N,VIIRS,n,2,297.56,2.59,D,0
14.58123,100.12824,334.39,0.45,0.47,2021-12-18,611,N,VIIRS,n,2,297.5,2.56,D,0
14.63431,100.77949,339.74,0.41,0.45,2021-12-18,611,N,VIIRS,n,2,300.54,5.09,D,0
14.67108,100.40434,338.86,0.43,0.46,2021-12-18,611,N,VIIRS,n,2,298.82,13.83,D,0
14.67181,100.40836,343.12,0.43,0.46,2021-12-18,611,N,VIIRS,n,2,309.06,41.62,D,0
14.67602,100.40757,345.49,0.43,0.46,2021-12-18,611,N,VIIRS,n,2,301.52,55.62,D,0
14.70706,101.12035,344.74,0.39,0.44,2021-12-18,611,N,VIIRS,n,2,301.95,5.02,D,0
14.72117,100.68388,332.35,0.42,0.45,2021-12-18,611,N,VIIRS,n,2,298.63,2.7,D,0
14.8343,100.7086,334.23,0.41,0.45,2021-12-18,611,N,VIIRS,n,2,299.19,1.95,D,0
14.93684,99.65513,340.86,0.48,0.48,2021-12-18,611,N,VIIRS,n,2,298.55,6.53,D,0
15.05308,99.99449,338.86,0.45,0.47,2021-12-18,611,N,VIIRS,n,2,299.88,5.08,D,0
15.12049,100.56193,336.23,0.42,0.45,2021-12-18,611,N,VIIRS,n,2,298.73,3.02,D,0
15.13143,99.97274,333.17,0.45,0.47,2021-12-18,611,N,VIIRS,n,2,302.07,2.59,D,0
15.15554,100.73347,343.93,0.41,0.45,2021-12-18,611,N,VIIRS,n,2,300.66,5.33,D,0
15.15622,100.73724,333.25,0.41,0.45,2021-12-18,611,N,VIIRS,n,2,300.26,3.83,D,0
15.15773,100.65072,331.54,0.41,0.45,2021-12-18,611,N,VIIRS,n,2,296.61,1.72,D,0
15.16186,100.64997,352.66,0.41,0.45,2021-12-18,611,N,VIIRS,n,2,300.14,14.75,D,0
15.26995,100.95458,344.23,0.39,0.44,2021-12-18,611,N,VIIRS,n,2,301.14,4.2,D,0
15.27059,100.95831,340.27,0.39,0.44,2021-12-18,611,N,VIIRS,n,2,299.41,4.2,D,0
15.27077,100.95505,346.37,0.39,0.44,2021-12-18,611,N,VIIRS,n,2,300.93,4.85,D,0
15.27144,100.95875,331.97,0.39,0.44,2021-12-18,611,N,VIIRS,n,2,298.51,4.85,D,0
15.30655,100.43597,334.14,0.42,0.45,2021-12-18,611,N,VIIRS,n,2,299.19,2.96,D,0
15.35597,100.8708,334.88,0.4,0.44,2021-12-18,611,N,VIIRS,n,2,298.87,3.55,D,0
15.35659,100.87438,339.48,0.4,0.44,2021-12-18,611,N,VIIRS,n,2,303.73,3.55,D,0
15.35961,100.86958,342.5,0.4,0.44,2021-12-18,611,N,VIIRS,n,2,303.43,9.26,D,0
15.36002,100.87009,350.37,0.4,0.44,2021-12-18,611,N,VIIRS,n,2,304.02,17.66,D,0
15.36026,100.87317,335.69,0.4,0.44,2021-12-18,611,N,VIIRS,n,2,303.77,9.26,D,0
15.71095,100.54256,335.66,0.41,0.45,2021-12-18,611,N,VIIRS,n,2,300.6,2.59,D,0
15.71163,100.54637,330,0.41,0.45,2021-12-18,611,N,VIIRS,l,2,300.23,2.97,D,0
15.7164,100.54941,330.1,0.41,0.45,2021-12-18,611,N,VIIRS,l,2,301.87,2.97,D,0
15.74191,100.64629,330.65,0.4,0.44,2021-12-18,611,N,VIIRS,n,2,302.46,2.06,D,0
15.90796,99.97498,336.26,0.44,0.46,2021-12-18,611,N,VIIRS,n,2,299.13,2.7,D,0
15.91705,100.04919,331.61,0.44,0.46,2021-12-18,611,N,VIIRS,n,2,298.45,2.21,D,0
15.91844,100.56282,333.87,0.41,0.45,2021-12-18,611,N,VIIRS,n,2,301.95,2.43,D,0
15.99038,97.68802,331.4,0.62,0.54,2021-12-18,611,N,VIIRS,n,2,296.4,4.01,D,2
15.99043,100.02293,353.95,0.44,0.46,2021-12-18,611,N,VIIRS,n,2,297.69,7.63,D,0
16.15745,100.1786,330.21,0.42,0.45,2021-12-18,611,N,VIIRS,n,2,295.81,2.16,D,0
16.24222,100.02226,346.68,0.43,0.46,2021-12-18,611,N,VIIRS,n,2,295.17,5.41,D,0
16.37224,100.19032,332.49,0.42,0.45,2021-12-18,611,N,VIIRS,n,2,278.35,2.73,D,0
16.45369,96.08072,328.61,0.38,0.59,2021-12-18,612,N,VIIRS,n,2,299.48,1.48,D,0
16.55358,96.09201,336.11,0.38,0.59,2021-12-18,612,N,VIIRS,n,2,299.12,3.19,D,0
16.55896,96.09086,340.06,0.38,0.59,2021-12-18,612,N,VIIRS,n,2,298.81,2.52,D,0
16.55969,96.09444,329.83,0.38,0.59,2021-12-18,612,N,VIIRS,n,2,299.34,2.52,D,0
16.65538,95.75491,334.26,0.4,0.6,2021-12-18,612,N,VIIRS,n,2,297.06,4.24,D,0
16.65561,95.75541,336.79,0.4,0.6,2021-12-18,612,N,VIIRS,n,2,296.95,3.67,D,0
16.65935,96.0532,338.04,0.38,0.59,2021-12-18,612,N,VIIRS,n,2,298.27,2.69,D,0
16.6816,96.67014,331.03,0.35,0.57,2021-12-18,612,N,VIIRS,l,2,301.29,3.06,D,0
16.68225,96.6734,341.43,0.35,0.57,2021-12-18,612,N,VIIRS,n,2,301.71,3.06,D,0
16.78668,96.00611,355.6,0.38,0.59,2021-12-18,612,N,VIIRS,n,2,299.81,4.75,D,0
16.79864,95.18271,329.25,0.43,0.62,2021-12-18,612,N,VIIRS,n,2,297.98,2.45,D,0
16.8915,95.05497,332.96,0.44,0.62,2021-12-18,612,N,VIIRS,n,2,297.23,2.92,D,0
