latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
15.24208,100.83092,335.36,0.66,0.73,2024-02-01,539,N,VIIRS,n,2,293.22,7.75,D,0
15.8051,101.11642,334.29,0.61,0.71,2024-02-01,539,N,VIIRS,n,2,295.72,4.87,D,0
16.02243,101.00724,331.82,0.62,0.71,2024-02-01,539,N,VIIRS,n,2,294.43,6.46,D,0
17.43544,100.54382,331.57,0.62,0.71,2024-02-01,540,N,VIIRS,n,2,294.14,5.51,D,0
19.61899,101.03596,351.66,0.52,0.67,2024-02-01,540,N,VIIRS,n,2,295.68,7.54,D,0
19.61994,101.03439,345.37,0.52,0.67,2024-02-01,540,N,VIIRS,n,2,294.41,8.39,D,0
19.67105,99.89275,367,0.61,0.71,2024-02-01,540,N,VIIRS,h,2,304.26,28.82,D,0
19.67121,99.88886,339.2,0.61,0.71,2024-02-01,540,N,VIIRS,n,2,299.79,18.48,D,0
19.67262,99.89498,367,0.61,0.71,2024-02-01,540,N,VIIRS,h,2,303.46,36.56,D,0
19.67749,99.89095,325.14,0.61,0.71,2024-02-01,540,N,VIIRS,n,2,297.36,3.76,D,0
19.90747,98.9584,343.62,0.69,0.74,2024-02-01,541,N,VIIRS,n,2,299.83,8.43,D,0
19.90769,98.95667,332.65,0.69,0.74,2024-02-01,541,N,VIIRS,n,2,299.35,10.34,D,0
19.90903,98.96497,330.02,0.69,0.74,2024-02-01,541,N,VIIRS,n,2,298.76,8.43,D,0
19.90928,98.9632,346.32,0.69,0.74,2024-02-01,541,N,VIIRS,n,2,299.17,13.9,D,0
20.17469,100.07779,326.54,0.58,0.7,2024-02-01,541,N,VIIRS,n,2,300.39,4.41,D,0
20.17597,100.08338,330.89,0.58,0.7,2024-02-01,541,N,VIIRS,n,2,299.57,6.88,D,0
20.17649,100.08045,340.96,0.58,0.7,2024-02-01,541,N,VIIRS,n,2,301.25,7.51,D,0
21.29455,98.10124,331.06,0.73,0.76,2024-02-01,541,N,VIIRS,n,2,294.86,4.35,D,0
21.33487,98.03708,331.26,0.73,0.76,2024-02-01,541,N,VIIRS,n,2,294.9,3.59,D,0
21.50051,100.7143,333.31,0.5,0.66,2024-02-01,541,N,VIIRS,n,2,294.09,3.96,D,0
21.76688,99.61029,337.7,0.58,0.69,2024-02-01,541,N,VIIRS,n,2,294.9,9.79,D,0
21.76723,99.6046,328.15,0.58,0.69,2024-02-01,541,N,VIIRS,n,2,291.3,4.54,D,0
21.76854,99.60999,336.04,0.58,0.69,2024-02-01,541,N,VIIRS,n,2,294.82,7.53,D,0
21.78091,99.61292,326.71,0.58,0.69,2024-02-01,541,N,VIIRS,n,2,291.01,5.1,D,0
21.78215,99.61818,338.74,0.58,0.69,2024-02-01,541,N,VIIRS,n,2,294.18,5.1,D,0
21.78255,99.61239,331.82,0.58,0.69,2024-02-01,541,N,VIIRS,n,2,291.99,5.31,D,0
21.78381,99.61759,334.26,0.58,0.69,2024-02-01,541,N,VIIRS,n,2,293.81,8.31,D,0
21.82836,99.55145,367,0.58,0.7,2024-02-01,541,N,VIIRS,h,2,294.67,8.77,D,0
22.06837,97.50571,327.08,0.76,0.77,2024-02-01,541,N,VIIRS,n,2,293.22,4.62,D,0
22.08961,97.53027,335.69,0.76,0.77,2024-02-01,541,N,VIIRS,n,2,292.62,9.42,D,0
22.10709,98.11453,325.95,0.7,0.75,2024-02-01,541,N,VIIRS,n,2,295.57,6.65,D,0
22.11463,97.29005,330.08,0.78,0.78,2024-02-01,541,N,VIIRS,n,2,294.24,6.6,D,0
22.85515,100.51852,335.3,0.48,0.65,2024-02-01,541,N,VIIRS,n,2,290.39,3.47,D,0
23.53389,100.50125,342.09,0.47,0.64,2024-02-01,542,N,VIIRS,n,2,290.29,5.3,D,0
23.62541,100.3242,329.23,0.48,0.64,2024-02-01,542,N,VIIRS,n,2,288.94,3.78,D,0
26.22257,96.77231,326.36,0.67,0.74,2024-02-01,543,N,VIIRS,n,2,286.76,8.17,D,0
26.22436,96.77901,351.86,0.67,0.74,2024-02-01,543,N,VIIRS,n,2,288.9,8.17,D,0
27.32718,100.81118,367,0.37,0.58,2024-02-01,543,N,VIIRS,h,2,306.87,28.25,D,0
27.33088,101.1341,333.31,0.35,0.57,2024-02-01,543,N,VIIRS,n,2,290.78,4.51,D,0
27.33257,100.81033,356.78,0.37,0.58,2024-02-01,543,N,VIIRS,l,2,282.84,28.25,D,0
27.44477,101.05563,367,0.36,0.57,2024-02-01,543,N,VIIRS,h,2,292.9,13.12,D,0
27.44536,101.05821,367,0.36,0.57,2024-02-01,543,N,VIIRS,h,2,296.72,18.97,D,0
27.46778,101.03889,350.11,0.36,0.57,2024-02-01,543,N,VIIRS,n,2,286.52,6.77,D,0
27.46825,101.03828,355.56,0.36,0.57,2024-02-01,543,N,VIIRS,n,2,287.13,5.25,D,0
27.4694,101.04329,334.8,0.36,0.57,2024-02-01,543,N,VIIRS,n,2,288.38,7.38,D,0
27.47516,101.047,333.71,0.36,0.57,2024-02-01,543,N,VIIRS,n,2,287.51,6.05,D,0
27.47557,101.04628,336.34,0.36,0.57,2024-02-01,543,N,VIIRS,n,2,285.72,5.82,D,0
9.21139,99.6885,333.03,0.38,0.59,2024-02-01,718,N,VIIRS,n,2,296.84,2.53,D,0
9.49342,99.21285,338.98,0.36,0.57,2024-02-01,718,N,VIIRS,n,2,295.84,3.08,D,0
9.49512,99.21408,333.45,0.36,0.57,2024-02-01,718,N,VIIRS,n,2,295.62,2.99,D,0
13.86043,98.18844,334.48,0.35,0.57,2024-02-01,719,N,VIIRS,n,2,295.07,1.98,D,0
13.93552,98.1993,343.57,0.35,0.57,2024-02-01,719,N,VIIRS,n,2,295.27,3.23,D,0
13.93669,98.19955,344.42,0.35,0.57,2024-02-01,719,N,VIIRS,n,2,294.84,3.34,D,0
13.9521,98.15715,328.36,0.35,0.57,2024-02-01,719,N,VIIRS,n,2,295.62,2.38,D,0
14.01416,100.23251,330.55,0.48,0.65,2024-02-01,719,N,VIIRS,n,2,290.94,3.05,D,0
14.3546,98.9518,340.42,0.4,0.6,2024-02-01,719,N,VIIRS,n,2,296.43,4.15,D,0
14.35495,98.95491,338.98,0.4,0.6,2024-02-01,719,N,VIIRS,n,2,295.4,4.15,D,0
14.77423,100.03915,331.99,0.48,0.65,2024-02-01,720,N,VIIRS,n,2,293.27,3.65,D,0
14.77586,100.03909,330.79,0.48,0.65,2024-02-01,720,N,VIIRS,n,2,293.18,3.1,D,0
15.07169,100.75386,341.94,0.54,0.68,2024-02-01,720,N,VIIRS,n,2,293.61,3.58,D,0
15.4289,100.66204,367,0.54,0.68,2024-02-01,720,N,VIIRS,h,2,293.63,9.19,D,0
15.43705,97.81654,341.44,0.35,0.57,2024-02-01,720,N,VIIRS,n,2,297.52,5.28,D,0
15.43742,97.81979,332.29,0.35,0.57,2024-02-01,720,N,VIIRS,n,2,295.66,3.64,D,0
15.51604,97.80939,333.6,0.35,0.57,2024-02-01,720,N,VIIRS,n,2,294.25,1.84,D,0
15.65174,99.50273,330.44,0.45,0.63,2024-02-01,720,N,VIIRS,n,2,294.29,3.41,D,0
15.65292,99.50189,337,0.45,0.63,2024-02-01,720,N,VIIRS,n,2,294.46,2.7,D,0
15.6714,99.63799,336.12,0.46,0.64,2024-02-01,720,N,VIIRS,n,2,293.8,3.12,D,0
15.67353,99.63692,351.74,0.46,0.64,2024-02-01,720,N,VIIRS,n,2,294.08,6.2,D,0
15.67401,99.64133,337.27,0.46,0.64,2024-02-01,720,N,VIIRS,n,2,293.66,6.2,D,0
15.67733,99.63737,356.11,0.46,0.64,2024-02-01,720,N,VIIRS,n,2,293.72,7.95,D,0
15.68137,100.70011,337.63,0.54,0.68,2024-02-01,720,N,VIIRS,n,2,295.6,8.94,D,0
15.68375,100.70092,337.66,0.54,0.68,2024-02-01,720,N,VIIRS,n,2,294.96,9.81,D,0
15.70468,100.58953,346.09,0.53,0.67,2024-02-01,720,N,VIIRS,n,2,296.06,9.65,D,0
15.83601,99.86729,339.04,0.48,0.65,2024-02-01,720,N,VIIRS,n,2,293.57,6.75,D,0
15.89816,94.65643,332.11,0.44,0.46,2024-02-01,720,N,VIIRS,n,2,300.42,4.96,D,0
15.96745,94.99964,339.56,0.46,0.47,2024-02-01,720,N,VIIRS,n,2,300.67,4.54,D,0
15.97455,95.02082,331.69,0.46,0.47,2024-02-01,720,N,VIIRS,n,2,298.94,3.39,D,0
15.98873,94.9573,334.9,0.46,0.47,2024-02-01,720,N,VIIRS,n,2,299.27,4.29,D,0
15.99031,97.68714,335.77,0.35,0.56,2024-02-01,720,N,VIIRS,n,2,295.4,2.88,D,2
15.99093,97.68913,340.85,0.35,0.56,2024-02-01,720,N,VIIRS,n,2,296.15,3.17,D,2
15.99893,94.96117,330.6,0.46,0.47,2024-02-01,720,N,VIIRS,n,2,299.65,2.57,D,0
16.02736,95.51971,331.23,0.5,0.49,2024-02-01,720,N,VIIRS,l,2,302.03,2.06,D,0
16.02794,95.52441,330.11,0.5,0.49,2024-02-01,720,N,VIIRS,l,2,301.71,2.31,D,0
16.05715,95.03768,341.95,0.47,0.47,2024-02-01,720,N,VIIRS,n,2,299.97,2.77,D,0
16.06363,95.51513,344.6,0.5,0.49,2024-02-01,720,N,VIIRS,n,2,302.66,4.71,D,0
16.06443,95.51175,333.18,0.5,0.49,2024-02-01,720,N,VIIRS,n,2,301.08,6.78,D,0
16.06767,94.94348,344.22,0.46,0.47,2024-02-01,720,N,VIIRS,n,2,302.74,8.36,D,0
16.06816,95.51456,330.63,0.5,0.49,2024-02-01,720,N,VIIRS,l,2,301.95,1.84,D,0
16.06993,95.52869,335.55,0.5,0.49,2024-02-01,720,N,VIIRS,n,2,300.09,6.81,D,0
16.07119,95.53003,344.64,0.5,0.49,2024-02-01,720,N,VIIRS,n,2,300.55,7.92,D,0
16.07249,95.05354,331.49,0.47,0.47,2024-02-01,720,N,VIIRS,n,2,298.58,5.16,D,0
16.07506,95.53283,346.8,0.5,0.49,2024-02-01,720,N,VIIRS,n,2,301.81,6.81,D,0
