latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
12.10149,99.16,334.09,0.75,0.77,2024-04-26,545,N,VIIRS,n,2,294.06,4.3,D,0
12.10576,99.16523,331.16,0.75,0.77,2024-04-26,545,N,VIIRS,n,2,294.42,10.19,D,0
13.55875,100.94012,337.21,0.54,0.68,2024-04-26,545,N,VIIRS,n,2,298.49,9.28,D,0
13.56117,100.93607,345.9,0.54,0.68,2024-04-26,545,N,VIIRS,n,2,298.64,11.07,D,0
13.56223,100.94112,354.94,0.54,0.68,2024-04-26,545,N,VIIRS,n,2,298.65,16.75,D,0
13.56498,100.93882,367,0.54,0.68,2024-04-26,545,N,VIIRS,h,2,299.67,9.28,D,0
13.71903,100.92567,334.53,0.54,0.68,2024-04-26,545,N,VIIRS,n,2,299.29,3.68,D,0
13.79541,98.66486,332.45,0.75,0.77,2024-04-26,545,N,VIIRS,n,2,296.93,5.99,D,0
13.91165,101.02897,337.31,0.53,0.67,2024-04-26,545,N,VIIRS,n,2,300.16,2.97,D,0
14.05295,101.01276,338.03,0.52,0.67,2024-04-26,545,N,VIIRS,n,2,299.61,5.46,D,0
14.09029,100.98076,336.26,0.53,0.67,2024-04-26,545,N,VIIRS,n,2,298.48,4.94,D,0
14.09194,100.98401,355.78,0.53,0.67,2024-04-26,545,N,VIIRS,n,2,299.02,13.17,D,0
14.09643,100.97945,347.98,0.53,0.67,2024-04-26,545,N,VIIRS,n,2,298.28,6.89,D,0
14.14324,100.41325,330.33,0.57,0.69,2024-04-26,545,N,VIIRS,n,2,297.06,2.45,D,0
14.1845,100.97101,330.18,0.53,0.67,2024-04-26,545,N,VIIRS,n,2,297.39,2.51,D,0
14.18504,100.16298,338.84,0.59,0.7,2024-04-26,545,N,VIIRS,n,2,300.14,10.15,D,0
14.18935,100.63335,335.5,0.55,0.68,2024-04-26,545,N,VIIRS,n,2,296.59,4.26,D,0
14.2006,99.95699,332.62,0.61,0.71,2024-04-26,545,N,VIIRS,n,2,298.96,3.11,D,0
14.26395,100.75253,340.47,0.54,0.68,2024-04-26,545,N,VIIRS,n,2,297.84,4.04,D,0
14.26669,100.75513,336.62,0.54,0.68,2024-04-26,545,N,VIIRS,n,2,297.58,5.57,D,0
14.30203,100.14611,333.43,0.59,0.7,2024-04-26,545,N,VIIRS,n,2,298.83,4.18,D,0
14.30846,100.14472,337.74,0.59,0.7,2024-04-26,545,N,VIIRS,n,2,298.46,4.76,D,0
14.43307,100.22322,336.94,0.58,0.7,2024-04-26,545,N,VIIRS,n,2,299.96,5.73,D,0
14.63562,99.12887,342.91,0.68,0.74,2024-04-26,546,N,VIIRS,n,2,304.01,6.7,D,0
14.77566,99.15123,340.74,0.67,0.74,2024-04-26,546,N,VIIRS,n,2,300.97,8.02,D,0
14.98584,98.76621,333.07,0.7,0.75,2024-04-26,546,N,VIIRS,n,2,302.05,5.53,D,0
15.33718,100.84767,332.54,0.51,0.66,2024-04-26,546,N,VIIRS,l,2,303.88,4.86,D,0
15.34321,99.51278,333.85,0.62,0.71,2024-04-26,546,N,VIIRS,l,2,305.72,2.44,D,0
15.44285,99.41529,331.52,0.63,0.72,2024-04-26,546,N,VIIRS,n,2,300.93,8.02,D,0
15.44976,99.41543,336.8,0.63,0.72,2024-04-26,546,N,VIIRS,n,2,300.7,8.02,D,0
15.45072,99.41979,367,0.63,0.72,2024-04-26,546,N,VIIRS,h,2,304.42,19.54,D,0
15.45173,99.42445,343.32,0.62,0.72,2024-04-26,546,N,VIIRS,n,2,302.26,19.54,D,0
15.49291,98.10219,355.41,0.76,0.77,2024-04-26,546,N,VIIRS,n,2,298.25,12.39,D,0
15.49434,98.10839,334.26,0.75,0.77,2024-04-26,546,N,VIIRS,n,2,294.87,12.39,D,0
15.49695,98.10121,346.67,0.76,0.77,2024-04-26,546,N,VIIRS,n,2,297.71,25.77,D,0
15.49829,98.10721,367,0.76,0.77,2024-04-26,546,N,VIIRS,h,2,297.7,41.56,D,0
15.50041,98.10253,346.67,0.76,0.77,2024-04-26,546,N,VIIRS,n,2,297.58,12.39,D,0
15.50185,98.10877,334.55,0.75,0.77,2024-04-26,546,N,VIIRS,n,2,296.3,12.39,D,0
15.5069,100.02309,334.69,0.57,0.69,2024-04-26,546,N,VIIRS,l,2,305.1,2.84,D,0
15.50781,100.02224,340.06,0.57,0.69,2024-04-26,546,N,VIIRS,n,2,305.44,8.31,D,0
15.51027,99.40879,353.06,0.62,0.72,2024-04-26,546,N,VIIRS,n,2,303.09,10.14,D,0
15.51153,99.4147,334.67,0.62,0.72,2024-04-26,546,N,VIIRS,n,2,303.07,15.04,D,0
