latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
42.32088,123.67407,345.05,0.75,0.77,2022-03-28,321,N,VIIRS,n,2,284.78,6.43,D,0
42.32363,123.67212,330.03,0.75,0.77,2022-03-28,321,N,VIIRS,n,2,282.86,8.73,D,0
42.32835,123.76435,327.86,0.75,0.77,2022-03-28,321,N,VIIRS,n,2,285.32,3.62,D,0
42.33141,123.76202,325.1,0.74,0.76,2022-03-28,321,N,VIIRS,n,2,283.98,3,D,0
42.34821,123.75281,326.82,0.75,0.77,2022-03-28,321,N,VIIRS,n,2,283.6,3.62,D,0
42.35124,123.7504,326.75,0.74,0.76,2022-03-28,321,N,VIIRS,n,2,284.39,3.84,D,0
42.55681,123.98116,326.74,0.72,0.75,2022-03-28,321,N,VIIRS,n,2,280.6,3.4,D,0
42.55769,123.98074,326.6,0.72,0.75,2022-03-28,321,N,VIIRS,n,2,280.48,3.22,D,0
42.84837,124.01446,337.07,0.7,0.75,2022-03-28,321,N,VIIRS,n,2,283.68,5.67,D,0
42.93326,133.08858,332.23,0.53,0.5,2022-03-28,321,N,VIIRS,n,2,286.12,3.84,D,0
43.55276,125.69277,341.89,0.56,0.69,2022-03-28,321,N,VIIRS,n,2,287.22,20.51,D,0
43.55462,125.68962,342.28,0.56,0.69,2022-03-28,321,N,VIIRS,n,2,287.08,39.88,D,0
43.55494,125.69955,367,0.56,0.69,2022-03-28,321,N,VIIRS,h,2,293.25,37.67,D,0
43.55684,125.69638,367,0.56,0.69,2022-03-28,321,N,VIIRS,h,2,307.13,39.88,D,0
43.55869,125.68926,353.59,0.56,0.69,2022-03-28,321,N,VIIRS,n,2,285.58,20.51,D,0
43.56085,125.696,356.7,0.56,0.69,2022-03-28,321,N,VIIRS,l,2,287.22,37.67,D,0
43.78223,131.7106,326.25,0.59,0.53,2022-03-28,321,N,VIIRS,n,2,288.38,4.79,D,0
44.11409,128.92085,353.89,0.39,0.59,2022-03-28,321,N,VIIRS,n,2,286.29,7.31,D,0
44.11535,128.92531,356.77,0.39,0.59,2022-03-28,321,N,VIIRS,l,2,287.55,7.31,D,0
44.11578,128.92152,367,0.39,0.59,2022-03-28,321,N,VIIRS,h,2,291.6,16.13,D,0
44.24139,129.31917,337.95,0.37,0.58,2022-03-28,321,N,VIIRS,n,2,282.83,3.03,D,0
44.60401,131.99092,337,0.54,0.51,2022-03-28,321,N,VIIRS,n,2,280.74,4.55,D,0
44.60568,131.9975,331.91,0.54,0.51,2022-03-28,321,N,VIIRS,n,2,283.77,6.61,D,0
44.85337,131.92566,356.17,0.54,0.51,2022-03-28,321,N,VIIRS,n,2,288.01,20.23,D,0
44.85492,131.93178,338.94,0.54,0.51,2022-03-28,321,N,VIIRS,n,2,281.72,12.53,D,0
45.90672,126.85485,330.63,0.42,0.61,2022-03-28,322,N,VIIRS,n,2,280.22,2.36,D,0
46.57636,127.69604,333.97,0.37,0.58,2022-03-28,322,N,VIIRS,n,2,276.59,2.67,D,0
47.12634,127.93073,326.44,0.35,0.57,2022-03-28,322,N,VIIRS,n,2,278.47,1.88,D,0
47.13126,127.92787,329.05,0.35,0.57,2022-03-28,322,N,VIIRS,n,2,278.7,2.35,D,0
47.13142,127.9286,334.36,0.35,0.57,2022-03-28,322,N,VIIRS,n,2,278.32,2.96,D,0
47.1325,127.93221,335.74,0.35,0.57,2022-03-28,322,N,VIIRS,n,2,278.03,3.59,D,0
47.13268,127.93295,343.29,0.35,0.57,2022-03-28,322,N,VIIRS,n,2,277.93,7.17,D,0
47.13373,127.93658,334.58,0.35,0.57,2022-03-28,322,N,VIIRS,n,2,278.6,3.59,D,0
50.27191,126.50028,347,0.32,0.55,2022-03-28,323,N,VIIRS,n,2,278.13,3.46,D,0
52.19739,126.60477,348.81,0.55,0.51,2022-03-28,323,N,VIIRS,n,2,280.59,11.65,D,0
52.19425,126.60731,333.14,0.55,0.51,2022-03-28,324,N,VIIRS,n,2,279.87,6.13,D,0
52.19865,126.60426,342.59,0.55,0.51,2022-03-28,324,N,VIIRS,n,2,280.04,6.13,D,0
52.50993,116.41943,354.29,0.63,0.72,2022-03-28,324,N,VIIRS,n,2,276.96,20.08,D,0
52.51329,116.42805,356.5,0.63,0.72,2022-03-28,324,N,VIIRS,l,2,277.81,20.08,D,0
52.7247,117.26399,350.08,0.58,0.7,2022-03-28,324,N,VIIRS,n,2,269.91,8.04,D,0
52.73075,117.25958,346.29,0.58,0.7,2022-03-28,324,N,VIIRS,n,2,270.71,8.26,D,0
52.75482,117.13907,325.33,0.58,0.7,2022-03-28,324,N,VIIRS,n,2,271.43,3.17,D,0
52.75571,117.13877,345.41,0.58,0.7,2022-03-28,324,N,VIIRS,n,2,272.09,7.39,D,0
52.76702,117.1278,345.7,0.58,0.7,2022-03-28,324,N,VIIRS,n,2,271.86,9.31,D,0
53.11667,127.2788,331.86,0.49,0.48,2022-03-28,324,N,VIIRS,n,2,280.56,6.67,D,0
53.11789,127.30215,337.29,0.49,0.48,2022-03-28,324,N,VIIRS,n,2,279.55,5.29,D,0
53.11846,127.28558,326.32,0.49,0.48,2022-03-28,324,N,VIIRS,n,2,278.06,5.05,D,0
53.11899,127.2689,342.7,0.49,0.48,2022-03-28,324,N,VIIRS,n,2,279.52,6.67,D,0
18.45087,120.64079,345.12,0.5,0.41,2022-03-28,455,N,VIIRS,n,2,300.55,26.16,D,0
18.45177,120.64309,340.45,0.5,0.41,2022-03-28,455,N,VIIRS,n,2,300.54,37.8,D,0
23.72196,108.70834,332.81,0.69,0.74,2022-03-28,457,N,VIIRS,n,2,289.55,7.19,D,0
23.72859,108.70587,343.3,0.69,0.74,2022-03-28,457,N,VIIRS,n,2,287.47,7.19,D,0
23.72929,108.70816,328.22,0.69,0.74,2022-03-28,457,N,VIIRS,n,2,286.65,9.46,D,0
23.73316,108.83652,326.13,0.68,0.74,2022-03-28,457,N,VIIRS,n,2,286.81,2.95,D,0
24.0521,107.73399,337.69,0.78,0.78,2022-03-28,457,N,VIIRS,n,2,289.5,10.02,D,0
24.05442,107.73257,342.97,0.78,0.78,2022-03-28,457,N,VIIRS,n,2,289.24,9.6,D,0
24.94092,107.70274,332.62,0.75,0.77,2022-03-28,457,N,VIIRS,n,2,289.47,7.39,D,0
25.04054,107.38751,332.3,0.77,0.78,2022-03-28,457,N,VIIRS,n,2,288.57,6.16,D,0
26.39484,108.54595,341.43,0.62,0.71,2022-03-28,458,N,VIIRS,n,2,290.27,5.9,D,0
27.39067,111.97113,337.41,0.37,0.58,2022-03-28,458,N,VIIRS,n,2,291.16,1.82,D,0
27.40231,111.98606,326.18,0.37,0.58,2022-03-28,458,N,VIIRS,n,2,296.38,2.23,D,2
28.07916,113.04404,325.51,0.61,0.54,2022-03-28,458,N,VIIRS,n,2,294.83,2.93,D,0
28.76634,113.05904,347.6,0.59,0.53,2022-03-28,458,N,VIIRS,n,2,293.71,8.64,D,0
29.89683,115.70866,330.71,0.4,0.44,2022-03-28,458,N,VIIRS,n,2,296.88,1.76,D,0
30.40131,114.0468,331.75,0.48,0.48,2022-03-28,458,N,VIIRS,n,2,291.99,3.94,D,0
30.58982,116.96239,325.97,0.5,0.41,2022-03-28,458,N,VIIRS,l,2,299.63,3.63,D,2
30.64445,114.5257,339.7,0.45,0.47,2022-03-28,458,N,VIIRS,n,2,296.95,6.08,D,0
30.74489,117.39375,326.05,0.48,0.4,2022-03-28,458,N,VIIRS,l,2,298.95,3.48,D,2
30.75034,117.40255,327,0.48,0.4,2022-03-28,458,N,VIIRS,n,2,298.76,3.59,D,2
30.84524,117.77541,334.22,0.46,0.39,2022-03-28,458,N,VIIRS,n,2,297.55,2.93,D,2
30.9839,117.79335,329.38,0.46,0.39,2022-03-28,458,N,VIIRS,n,2,298.18,1.74,D,2
31.13761,118.16775,335.81,0.44,0.38,2022-03-28,458,N,VIIRS,n,2,298.02,4.11,D,2
31.13844,118.17238,341.44,0.44,0.38,2022-03-28,458,N,VIIRS,n,2,300.21,6.17,D,2
31.34455,118.49699,325.96,0.43,0.38,2022-03-28,458,N,VIIRS,n,2,295.27,3.96,D,2
31.38559,119.2958,333.8,0.41,0.37,2022-03-28,458,N,VIIRS,n,2,299.24,5.16,D,2
31.38775,119.30852,331.12,0.41,0.37,2022-03-28,458,N,VIIRS,n,2,297.93,3.72,D,2
31.45103,121.42209,331.5,0.38,0.36,2022-03-28,458,N,VIIRS,n,2,291.74,2.62,D,2
31.45372,119.45119,327.72,0.4,0.37,2022-03-28,458,N,VIIRS,n,2,296.31,1.96,D,0
31.47646,117.92908,326.93,0.45,0.39,2022-03-28,458,N,VIIRS,n,2,296.91,1.88,D,2
31.62833,120.82965,327.37,0.38,0.36,2022-03-28,458,N,VIIRS,n,2,297.21,1.26,D,0
31.68132,119.92241,330.96,0.39,0.36,2022-03-28,458,N,VIIRS,n,2,297.71,1.92,D,0
31.69263,118.46655,326.35,0.43,0.38,2022-03-28,458,N,VIIRS,l,2,298.26,2.33,D,2
31.69607,118.46571,326.01,0.43,0.38,2022-03-28,458,N,VIIRS,l,2,297.39,2.39,D,2
31.70798,118.47216,328.25,0.43,0.38,2022-03-28,458,N,VIIRS,n,2,296.49,2.95,D,2
31.71099,120.83765,329.23,0.38,0.36,2022-03-28,458,N,VIIRS,n,2,298.44,1.56,D,0
31.71498,119.75713,332.73,0.4,0.37,2022-03-28,458,N,VIIRS,n,2,291.7,2.13,D,0
31.77579,120.71141,330.32,0.39,0.36,2022-03-28,458,N,VIIRS,n,2,289.97,1.25,D,0
31.79787,119.92702,327.85,0.39,0.36,2022-03-28,458,N,VIIRS,n,2,297.7,0.62,D,0
31.89113,120.19636,330.5,0.39,0.36,2022-03-28,458,N,VIIRS,l,2,302.13,2.44,D,0
31.91167,120.19608,329.4,0.39,0.36,2022-03-28,458,N,VIIRS,n,2,300.24,1.18,D,0
31.91601,119.98719,331.64,0.39,0.36,2022-03-28,458,N,VIIRS,n,2,299.47,2.59,D,0
31.91933,119.98645,328.78,0.39,0.36,2022-03-28,458,N,VIIRS,l,2,299.24,2.44,D,0
31.94501,120.47121,325.67,0.39,0.36,2022-03-28,458,N,VIIRS,l,2,297.21,2.27,D,0
