latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
34.46711,133.43369,337.13,0.57,0.52,2023-05-12,333,N,VIIRS,n,2,286.83,8.09,D,3
42.32115,125.21461,327.79,0.47,0.64,2023-05-12,335,N,VIIRS,n,2,295.98,4.88,D,0
42.91846,125.67361,330,0.43,0.62,2023-05-12,335,N,VIIRS,n,2,286.52,3.06,D,0
43.91769,131.80827,343.53,0.42,0.45,2023-05-12,335,N,VIIRS,n,2,275.96,11.04,D,0
43.92057,131.80148,342.91,0.42,0.45,2023-05-12,335,N,VIIRS,n,2,284.17,18.48,D,0
43.92171,131.80656,356.7,0.42,0.45,2023-05-12,335,N,VIIRS,l,2,284.33,11.04,D,0
43.92286,131.81163,345.07,0.42,0.45,2023-05-12,335,N,VIIRS,n,2,281.27,11.04,D,0
43.92459,131.79979,336.72,0.42,0.45,2023-05-12,335,N,VIIRS,n,2,278.86,23.95,D,0
43.92574,131.80484,355.2,0.42,0.45,2023-05-12,335,N,VIIRS,n,2,284.02,37.36,D,0
43.92689,131.80991,349.44,0.42,0.45,2023-05-12,335,N,VIIRS,n,2,286.2,37.36,D,0
43.95504,132.319,327.69,0.4,0.44,2023-05-12,335,N,VIIRS,n,2,272.87,3.99,D,0
43.95796,132.31274,336.66,0.4,0.44,2023-05-12,335,N,VIIRS,n,2,277.21,5.66,D,0
43.95905,132.31773,340.56,0.4,0.44,2023-05-12,335,N,VIIRS,n,2,275,3.99,D,0
43.96085,132.30635,325.93,0.4,0.44,2023-05-12,335,N,VIIRS,n,2,275.64,5.55,D,0
43.96589,132.30971,351.69,0.4,0.44,2023-05-12,335,N,VIIRS,n,2,277.81,5.55,D,0
44.12867,132.32812,348.18,0.39,0.44,2023-05-12,335,N,VIIRS,n,2,277.63,4.84,D,0
44.19068,133.36263,329.58,0.53,0.42,2023-05-12,335,N,VIIRS,n,2,298.82,3.41,D,0
44.19418,132.21858,326.39,0.39,0.44,2023-05-12,335,N,VIIRS,n,2,279.3,1.67,D,0
44.19918,132.22166,348.6,0.39,0.44,2023-05-12,335,N,VIIRS,n,2,281.07,4.32,D,0
44.20025,132.2265,341.36,0.39,0.44,2023-05-12,335,N,VIIRS,n,2,281.25,4.32,D,0
44.20309,132.21999,331.71,0.39,0.44,2023-05-12,335,N,VIIRS,n,2,279.49,4.32,D,0
44.38614,133.52539,337.03,0.52,0.41,2023-05-12,335,N,VIIRS,n,2,297.65,5.3,D,0
44.47567,132.50143,331.7,0.57,0.43,2023-05-12,335,N,VIIRS,n,2,289.64,9.56,D,0
