latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
44.53746,132.75478,325.51,0.36,0.57,2022-06-06,308,N,VIIRS,n,2,294.3,2.46,D,2
47.85261,132.40125,326.72,0.59,0.53,2022-06-06,309,N,VIIRS,l,2,298.84,4.61,D,0
48.31886,132.37579,337.95,0.58,0.52,2022-06-06,309,N,VIIRS,n,2,296.82,8.13,D,0
48.63239,132.98688,326.82,0.53,0.5,2022-06-06,309,N,VIIRS,l,2,298.05,2.82,D,0
48.94837,126.99702,327.78,0.46,0.63,2022-06-06,310,N,VIIRS,n,2,287.97,1.29,D,0
48.95059,126.99832,326.83,0.46,0.63,2022-06-06,310,N,VIIRS,n,2,289.01,2.27,D,0
48.97614,126.91933,325.88,0.46,0.64,2022-06-06,310,N,VIIRS,n,2,294.1,2.89,D,0
50.70032,126.09493,326.03,0.43,0.62,2022-06-06,310,N,VIIRS,n,2,292.66,2.19,D,0
52.23616,117.23676,331.07,0.78,0.78,2022-06-06,311,N,VIIRS,n,2,294.72,7.37,D,0
52.23903,117.23764,333.18,0.78,0.78,2022-06-06,311,N,VIIRS,n,2,293.88,8.85,D,0
27.92774,120.83689,331.66,0.52,0.42,2022-06-06,444,N,VIIRS,n,2,297.84,3.11,D,0
28.37946,117.85814,332.63,0.5,0.49,2022-06-06,444,N,VIIRS,n,2,300.42,4.36,D,0
28.47043,119.47083,331.38,0.4,0.44,2022-06-06,444,N,VIIRS,l,2,303.08,2.6,D,0
28.72909,118.59663,330.09,0.44,0.46,2022-06-06,445,N,VIIRS,n,2,301.74,2.25,D,0
29.0324,119.61549,332.36,0.39,0.44,2022-06-06,445,N,VIIRS,l,2,303.22,4.1,D,0
29.12484,119.52982,335.02,0.39,0.44,2022-06-06,445,N,VIIRS,l,2,307.59,2.6,D,0
29.1288,119.5288,345.5,0.39,0.44,2022-06-06,445,N,VIIRS,n,2,308.87,2.6,D,0
29.42469,119.1523,332.36,0.4,0.44,2022-06-06,445,N,VIIRS,n,2,306.48,3.02,D,2
29.62359,121.5745,330.84,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,304,6.84,D,0
29.72694,121.58559,335.43,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,308.4,7.6,D,0
29.78542,121.42658,335.19,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,307.88,6.45,D,0
29.78558,121.40679,333.28,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,307.23,4.58,D,0
29.78627,121.4313,333.07,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,307.61,4.43,D,0
29.82833,121.5829,334.39,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,304.49,5.26,D,0
29.82917,121.58755,332.82,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,304.59,2.75,D,0
29.86844,121.65322,331.02,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,305.2,3.28,D,0
29.92723,121.81644,338.4,0.44,0.39,2022-06-06,445,N,VIIRS,l,2,308.42,9.18,D,0
29.93508,121.81936,337.83,0.44,0.39,2022-06-06,445,N,VIIRS,l,2,309.69,6.19,D,0
29.94695,121.51344,339.77,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,310.05,4.1,D,0
29.94778,121.51812,336.27,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,307.65,4.1,D,0
30.03017,119.75063,333.04,0.55,0.42,2022-06-06,445,N,VIIRS,l,2,306.57,4.57,D,2
30.03634,121.21404,335.11,0.47,0.4,2022-06-06,445,N,VIIRS,l,2,309.49,5.37,D,0
30.07216,121.58282,334.64,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,307.82,5.86,D,0
30.10503,121.48923,340.36,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,309.15,9.26,D,0
30.13955,121.24126,337.81,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,307.49,6.58,D,0
30.14121,121.27076,338.16,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,309.29,6.52,D,0
30.1416,121.38255,334.67,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,307.73,4.92,D,0
30.16677,120.9154,332.13,0.48,0.4,2022-06-06,445,N,VIIRS,l,2,307.1,4.35,D,0
30.16882,120.91267,330.26,0.48,0.4,2022-06-06,445,N,VIIRS,l,2,302.98,2.89,D,0
30.19853,121.38066,340.63,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,308.55,7.69,D,0
30.20257,121.3205,334.02,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,306.51,3.35,D,0
30.2579,121.21043,330.69,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,305.59,5.92,D,0
30.84784,121.49468,332.17,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,304.33,6.05,D,0
30.94034,120.97205,334.55,0.47,0.39,2022-06-06,445,N,VIIRS,l,2,299.57,3.59,D,0
30.94935,120.40179,331.46,0.49,0.4,2022-06-06,445,N,VIIRS,l,2,304.74,4.52,D,0
31.13873,118.16953,339.86,0.42,0.45,2022-06-06,445,N,VIIRS,n,2,305.65,7.67,D,2
31.1873,121.17448,332.77,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,305.21,4.22,D,0
31.2438,121.14858,334.34,0.45,0.39,2022-06-06,445,N,VIIRS,n,2,304.19,1.84,D,0
31.24691,118.18633,332.91,0.42,0.45,2022-06-06,445,N,VIIRS,l,2,306.01,3.67,D,2
31.25101,118.1852,335.95,0.42,0.45,2022-06-06,445,N,VIIRS,l,2,307.59,3.67,D,2
31.25189,118.18954,333.67,0.42,0.45,2022-06-06,445,N,VIIRS,l,2,304.56,3.67,D,0
31.30364,121.27602,334.89,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,304.7,1.81,D,0
31.34454,121.28704,332.44,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,305.25,2.18,D,0
31.34806,121.28619,331.47,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,302.35,2.18,D,0
31.35511,121.28446,336.24,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,303.6,5.91,D,0
31.38381,121.40316,334.44,0.44,0.39,2022-06-06,445,N,VIIRS,l,2,308.03,7.82,D,0
31.38969,119.30527,330.25,0.55,0.42,2022-06-06,445,N,VIIRS,l,2,303.11,5.62,D,2
31.40336,121.6552,334.89,0.43,0.38,2022-06-06,445,N,VIIRS,l,2,308.09,9.59,D,0
31.4065,121.40728,336.68,0.44,0.39,2022-06-06,445,N,VIIRS,l,2,310.08,9.92,D,0
31.40902,121.33921,332.96,0.44,0.39,2022-06-06,445,N,VIIRS,l,2,304.25,1.9,D,0
31.42319,120.56915,334.99,0.48,0.4,2022-06-06,445,N,VIIRS,l,2,308.38,3.08,D,0
31.42893,117.1109,332.4,0.47,0.48,2022-06-06,445,N,VIIRS,n,2,300.74,2.59,D,0
31.44301,120.53297,335.7,0.48,0.4,2022-06-06,445,N,VIIRS,l,2,308.15,5.73,D,0
31.46363,119.91882,334.56,0.51,0.41,2022-06-06,445,N,VIIRS,l,2,306.82,4.64,D,0
31.47141,120.64494,334.59,0.47,0.4,2022-06-06,445,N,VIIRS,l,2,304.59,5.34,D,0
31.48903,119.9289,332.47,0.51,0.41,2022-06-06,445,N,VIIRS,l,2,307.23,5.16,D,0
31.51978,120.00926,332.79,0.5,0.41,2022-06-06,445,N,VIIRS,l,2,306.38,5.38,D,0
31.55393,121.15633,331.85,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,302.39,2.24,D,0
31.58221,121.2518,333.7,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,307.57,6.03,D,0
31.63625,121.20455,335.15,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,310.1,6.61,D,0
31.63697,120.46378,332.47,0.48,0.4,2022-06-06,445,N,VIIRS,l,2,305.24,2.3,D,0
31.64561,120.79337,335.58,0.46,0.39,2022-06-06,445,N,VIIRS,l,2,309.15,4.04,D,0
31.65553,119.96374,331.31,0.5,0.41,2022-06-06,445,N,VIIRS,l,2,304.83,3.33,D,0
31.66536,120.07597,331.49,0.5,0.41,2022-06-06,445,N,VIIRS,l,2,305.86,3.44,D,0
31.68923,120.3349,330.2,0.48,0.4,2022-06-06,445,N,VIIRS,l,2,302.72,5.11,D,0
31.68924,120.05894,338.45,0.5,0.41,2022-06-06,445,N,VIIRS,n,2,307.5,5.41,D,0
31.69391,120.06317,340.01,0.5,0.41,2022-06-06,445,N,VIIRS,n,2,310.01,7.89,D,2
31.71488,120.03053,334.01,0.5,0.41,2022-06-06,445,N,VIIRS,l,2,304.69,3.78,D,0
31.71688,119.75629,332.17,0.51,0.41,2022-06-06,445,N,VIIRS,l,2,303.92,3.64,D,0
31.72116,120.10497,338.4,0.49,0.41,2022-06-06,445,N,VIIRS,n,2,307.22,4.93,D,0
31.77028,120.48992,334.31,0.47,0.4,2022-06-06,445,N,VIIRS,l,2,309.22,4.51,D,0
31.79442,121.09686,337.35,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,303.44,5.49,D,0
31.79796,121.09599,332.52,0.45,0.39,2022-06-06,445,N,VIIRS,l,2,302.38,3.12,D,0
31.8617,120.59804,333.14,0.47,0.4,2022-06-06,445,N,VIIRS,l,2,307.22,2.37,D,0
31.91281,120.46644,331.3,0.47,0.4,2022-06-06,445,N,VIIRS,l,2,305.79,2.74,D,0
31.91359,120.40895,332.61,0.48,0.4,2022-06-06,445,N,VIIRS,l,2,306.36,7.19,D,0
32.01581,120.34863,330.59,0.48,0.4,2022-06-06,445,N,VIIRS,l,2,304.8,4.96,D,0
32.06207,119.21835,340.62,0.54,0.42,2022-06-06,445,N,VIIRS,n,2,299.48,4.92,D,0
32.10482,119.88105,331.16,0.5,0.41,2022-06-06,445,N,VIIRS,n,2,301.02,3.5,D,0
