province_key,province_name_th,province_name_en,location_id,location_name,sensor_id,sensor_name,latitude,longitude,analysis_date,pm25_ugm3,percent_coverage,primary_analysis_eligible,source
57,เชียงราย,Chiang Rai,225567,Maesai Health Office,1304055,pm25 µg/m³,20.427325,99.883842,2021-09-19,10.2,100.0,True,OpenAQ API v3 / sensors/1304055/days
57,เชียงราย,Chiang Rai,225567,Maesai Health Office,1304055,pm25 µg/m³,20.427325,99.883842,2021-09-20,11.3,96.0,True,OpenAQ API v3 / sensors/1304055/days
57,เชียงราย,Chiang Rai,225567,Maesai Health Office,1304055,pm25 µg/m³,20.427325,99.883842,2021-09-21,9.96,96.0,True,OpenAQ API v3 / sensors/1304055/days
57,เชียงราย,Chiang Rai,225567,Maesai Health Office,1304055,pm25 µg/m³,20.427325,99.883842,2021-09-22,11.7,96.0,True,OpenAQ API v3 / sensors/1304055/days
57,เชียงราย,Chiang Rai,225567,Maesai Health Office,1304055,pm25 µg/m³,20.427325,99.883842,2021-09-23,11.3,96.0,True,OpenAQ API v3 / sensors/1304055/days
57,เชียงราย,Chiang Rai,225567,Maesai Health Office,1304055,pm25 µg/m³,20.427325,99.883842,2021-09-24,10.3,100.0,True,OpenAQ API v3 / sensors/1304055/days
57,เชียงราย,Chiang Rai,225567,Maesai Health Office,1304055,pm25 µg/m³,20.427325,99.883842,2021-09-25,10.0,92.0,True,OpenAQ API v3 / sensors/1304055/days
57,เชียงราย,Chiang Rai,225567,Maesai Health Office,1304055,pm25 µg/m³,20.427325,99.883842,2021-09-26,10.3,100.0,True,OpenAQ API v3 / sensors/1304055/days
57,เชียงราย,Chiang Rai,225567,Maesai Health Office,1304055,pm25 µg/m³,20.427325,99.883842,2021-09-27,10.3,88.0,True,OpenAQ API v3 / sensors/1304055/days
57,เชียงราย,Chiang Rai,225567,Maesai Health Office,1304055,pm25 µg/m³,20.427325,99.883842,2021-09-28,7.78,96.0,True,OpenAQ API v3 / sensors/1304055/days
57,เชียงราย,Chiang Rai,225567,Maesai Health Office,1304055,pm25 µg/m³,20.427325,99.883842,2021-09-29,9.0,8.0,False,OpenAQ API v3 / sensors/1304055/days
